Points_0,Points_1,Points_2,Points_Magnitude,f,Point ID
14.9116,-0.312973,0,14.9149,0.5,0
14.9121,-0.313517,0,14.9154,0.5,1
14.9114,-0.3125,0,14.9147,0.5,2
14.9189,-0.325194,0,14.9225,0.5,3
14.9219,-0.326825,0,14.9255,0.5,4
14.9188,-0.322266,0,14.9222,0.5,5
14.9155,-0.318873,0,14.9189,0.5,6
14.9154,-0.322266,0,14.9189,0.5,7
14.9146,-0.317383,0,14.918,0.5,8
14.9138,-0.315655,0,14.9172,0.5,9
14.9753,-0.390942,0,14.9804,0.5,10
14.9756,-0.391129,0,14.9807,0.5,11
14.9751,-0.390625,0,14.9802,0.5,12
14.9802,-0.395793,0,14.9854,0.5,13
14.9805,-0.395953,0,14.9857,0.5,14
14.98,-0.395508,0,14.9852,0.5,15
14.9778,-0.393313,0,14.9829,0.5,16
14.9973,-0.412818,0,15.003,0.5,17
15,-0.413246,0,15.0057,0.5,18
14.9954,-0.410156,0,15.001,0.5,19
14.9852,-0.400565,0,14.9905,0.5,20
14.9854,-0.400654,0,14.9907,0.5,21
14.9851,-0.400391,0,14.9904,0.5,22
14.9878,-0.402823,0,14.9932,0.5,23
14.9902,-0.402821,0,14.9956,0.5,24
14.9827,-0.39814,0,14.988,0.5,25
14.9932,-0.407218,0,14.9987,0.5,26
14.9902,-0.406455,0,14.9957,0.5,27
14.9405,-0.352487,0,14.9446,0.5,28
14.9414,-0.353398,0,14.9456,0.5,29
14.9399,-0.351562,0,14.944,0.5,30
14.9587,-0.373315,0,14.9634,0.5,31
14.9609,-0.373315,0,14.9656,0.5,32
14.9566,-0.371094,0,14.9612,0.5,33
14.9494,-0.363076,0,14.9538,0.5,34
14.9512,-0.365017,0,14.9556,0.5,35
14.948,-0.361328,0,14.9524,0.5,36
14.9449,-0.357808,0,14.9492,0.5,37
14.9463,-0.359285,0,14.9506,0.5,38
14.9439,-0.356445,0,14.9482,0.5,39
14.943,-0.354879,0,14.9472,0.5,40
14.9474,-0.360262,0,14.9517,0.5,41
14.954,-0.368268,0,14.9585,0.5,42
14.9561,-0.370537,0,14.9606,0.5,43
14.9522,-0.366211,0,14.9567,0.5,44
14.9518,-0.365552,0,14.9563,0.5,45
14.9564,-0.370765,0,14.961,0.5,46
14.9256,-0.333169,0,14.9293,0.5,47
14.9268,-0.33441,0,14.9305,0.5,48
14.9249,-0.332031,0,14.9286,0.5,49
14.9279,-0.335784,0,14.9317,0.5,50
14.9316,-0.336647,0,14.9354,0.5,51
14.9362,-0.346973,0,14.9403,0.5,52
14.9365,-0.347224,0,14.9406,0.5,53
14.9358,-0.34668,0,14.9398,0.5,54
14.9343,-0.344012,0,14.9383,0.5,55
14.9328,-0.341797,0,14.9367,0.5,56
14.9388,-0.34933,0,14.9428,0.5,57
14.9325,-0.340978,0,14.9364,0.5,58
14.9325,-0.341797,0,14.9364,0.5,59
14.9316,-0.340928,0,14.9355,0.5,60
14.9236,-0.330285,0,14.9273,0.5,61
14.9219,-0.330285,0,14.9255,0.5,62
14.9704,-0.386014,0,14.9754,0.5,63
14.9707,-0.386178,0,14.9757,0.5,64
14.9703,-0.385742,0,14.9752,0.5,65
14.9682,-0.383405,0,14.9731,0.5,66
14.9682,-0.380859,0,14.973,0.5,67
14.964,-0.377826,0,14.9687,0.5,68
14.9647,-0.380859,0,14.9695,0.5,69
14.9609,-0.376821,0,14.9657,0.5,70
14.9729,-0.388426,0,14.9779,0.5,71
14.8434,-0.137087,0,14.844,0.5,72
14.8438,-0.137845,0,14.8444,0.5,73
14.8434,-0.136719,0,14.844,0.5,74
14.8438,-0.136396,0,14.8444,0.5,75
14.8435,-0.136719,0,14.8441,0.5,76
14.8419,-0.128765,0,14.8425,0.5,77
14.8438,-0.129062,0,14.8443,0.5,78
14.8416,-0.126953,0,14.8421,0.5,79
14.8423,-0.123563,0,14.8428,0.5,80
14.8417,-0.12207,0,14.8422,0.5,81
14.8403,-0.120675,0,14.8408,0.5,82
14.8396,-0.117188,0,14.84,0.5,83
14.8388,-0.112394,0,14.8392,0.5,84
14.8389,-0.11291,0,14.8393,0.5,85
14.8388,-0.112305,0,14.8392,0.5,86
14.8389,-0.11183,0,14.8393,0.5,87
14.8395,-0.116571,0,14.8399,0.5,88
14.8397,-0.107422,0,14.84,0.5,89
14.8377,-0.103677,0,14.8381,0.5,90
14.8375,-0.107422,0,14.8378,0.5,91
14.8368,-0.0976562,0,14.8371,0.5,92
14.8328,-0.0792889,0,14.833,0.5,93
14.834,-0.0793405,0,14.8342,0.5,94
14.8326,-0.078125,0,14.8328,0.5,95
14.8354,-0.0961982,0,14.8358,0.5,96
14.8354,-0.0976562,0,14.8357,0.5,97
14.834,-0.0959813,0,14.8343,0.5,98
14.8342,-0.0878906,0,14.8344,0.5,99
14.834,-0.0881327,0,14.8342,0.5,100
14.8343,-0.0875919,0,14.8345,0.5,101
14.8343,-0.0878906,0,14.8345,0.5,102
14.834,-0.0868496,0,14.8342,0.5,103
14.834,-0.0750558,0,14.8342,0.5,104
14.8315,-0.0708885,0,14.8316,0.5,105
14.834,-0.0721893,0,14.8342,0.5,106
