0 0 0 0
1 8.87784e-05 0 0
2 0.000331593 0 0
3 0.000616318 0 0
4 0.000931184 0 0
5 0.00127557 0 0
6 0.00165517 0 0
7 0.00207588 0 0
8 0.00253981 0 0
9 0.00304384 0 0
10 0.00358273 0 0
11 0.00415081 0 0
12 0.00474464 0 0
13 0.00536166 0 0
14 0.00600089 0 0
15 0.0066618 0 0
16 0.00734263 0 0
17 0.00804218 0 0
18 0.00875891 0 0
19 0.00949153 0 0
20 0.01 0 0
21 0.0107604 0 0
22 0.0115332 0 0
23 0.0123171 0 0
24 0.0131117 0 0
25 0.0139166 0 0
26 0.0147309 0 0
27 0.0155533 0 0
28 0.0163841 0 0
29 0.0172227 0 0
30 0.0180684 0 0
31 0.01892 0 0
32 0.0197784 0 0
33 0.02 0 0
34 0.0208696 0 0
35 0.0217438 0 0
36 0.0226227 0 0
37 0.0235064 0 0
38 0.024395 0 0
39 0.0252876 0 0
40 0.0261843 0 0
41 0.0270843 0 0
42 0.0279876 0 0
43 0.0288944 0 0
44 0.0298045 0 0
45 0.03 0 0
46 0.030916 0 0
47 0.0318345 0 0
48 0.0327557 0 0
49 0.0336795 0 0
50 0.034606 0 0
51 0.0355352 0 0
52 0.0364661 0 0
53 0.0373998 0 0
54 0.0383352 0 0
55 0.0392725 0 0
56 0.04 0 0
57 0.0409412 0 0
58 0.0418842 0 0
59 0.0428291 0 0
60 0.0437758 0 0
61 0.0447245 0 0
62 0.045675 0 0
63 0.0466274 0 0
64 0.0475818 0 0
65 0.048537 0 0
66 0.0494942 0 0
67 0.05 0 0
68 0.0509606 0 0
69 0.0519221 0 0
70 0.0528846 0 0
71 0.0538491 0 0
72 0.0548146 0 0
73 0.055781 0 0
74 0.0567484 0 0
75 0.0577159 0 0
76 0.0586843 0 0
77 0.0596537 0 0
78 0.06 0 0
79 0.0609701 0 0
