Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.0719047,0.997411,-0.000639412,1,9.77678,-0.456389,0,9.78743,0.5,0,13,-1677.32,-88.5003,0,-0.14651,0.0181812,-0.00323171,0.147669,0,0,1
0.187428,0.982278,-6.51241e-05,1,9.77355,-0.455882,0,9.78418,0.5,0,13,-1996.26,-94.8402,0,-0.134215,0.115328,-0.00202737,0.17697,0,1,1
-0.0478292,0.998856,-0.000146024,1,9.78044,-0.456429,0,9.79109,0.5,0,13,-1294.85,-81.1154,0,-0.136336,-0.074526,-0.00493718,0.155454,0,2,1
-0.163521,0.98654,0.000498225,1,9.78411,-0.455983,0,9.79473,0.5,0,13,-885.436,-72.2486,0,-0.106538,-0.149145,-0.00600995,0.183387,0,3,1
-0.174634,0.984633,0.000332274,1,9.78448,-0.455882,0,9.79509,0.5,0,13,-870.373,-71.8756,0,-0.101873,-0.154531,-0.0057743,0.185179,0,4,1
0.38396,0.923332,0.00568825,1,9.75845,-0.452608,0,9.76894,0.5,0,13,-542.858,-60.3789,0,0.192309,0.493794,-0.00195418,0.529924,0,5,1
0.408507,0.912736,0.00593828,1,9.75767,-0.452206,0,9.76815,0.5,0,13,-478.332,-58.9122,0,0.225774,0.508783,-0.00156132,0.55663,0,6,1
0.43214,0.901795,0.00454626,1,9.76212,-0.453435,0,9.77264,0.5,0,13,-719.799,-64.812,0,0.116602,0.438957,-0.00233058,0.454186,0,7,1
0.258245,0.965592,-0.0306796,1,9.76578,-0.454669,0,9.77636,0.5,0,12.6699,-1301.22,-78.2135,0,0.056749,0.346675,-0.000736282,0.35129,0,8,1
0.228665,0.973396,-0.0145613,1,9.76945,-0.455166,0,9.78004,0.5,0,12.8052,-1840.35,-89.873,0,-0.0347345,0.249067,-0.0010355,0.251479,0,9,1
0.200196,0.979756,-0.000615215,1,9.77311,-0.455833,0,9.78374,0.5,0,12.9866,-2018.12,-95.0494,0,-0.128538,0.128766,-0.00188524,0.181951,0,10,1
-0.234004,0.972235,-0.00101774,1,9.78778,-0.455356,0,9.79836,0.5,0,12.8567,-654.22,-63.9076,0,-0.02386,-0.196369,-0.00344316,0.197843,0,11,1
-0.277455,0.960738,-0.00116223,1,9.79144,-0.454754,0,9.80199,0.5,0,12.6932,-522.639,-58.3396,0,0.0601497,-0.248085,0.000598116,0.255273,0,12,1
-0.26658,0.963813,-0.000187105,1,9.79511,-0.454014,0,9.80562,0.5,0,12.4918,-291.73,-48.9428,0,0.131949,-0.281122,0.00134368,0.310551,0,13,1
-0.170321,0.985389,-0.00038737,1,9.79877,-0.453433,0,9.80926,0.5,0,12.3338,-164.518,-41.4458,0,0.160325,-0.298089,0.000186383,0.338469,0,14,1
-0.279651,0.960099,-0.00226255,1,9.80244,-0.453361,0,9.81291,0.5,0,12.6859,-121.021,-42.5748,0,0.156171,-0.33086,-6.76029e-05,0.365866,0,15,1
-0.398113,0.917333,-0.00261521,1,9.80517,-0.452206,0,9.81559,0.5,0,13,-18.9833,-39.8694,0,0.20706,-0.351832,0.000337725,0.40824,0,16,1
0.525525,0.850751,0.00675651,1,9.75478,-0.45061,0,9.76519,0.5,0,13,-137.826,-47.0412,0,0.318282,0.569059,-0.000653749,0.652022,0,17,1
0.525619,0.850685,0.00771126,1,9.75209,-0.448529,0,9.7624,0.5,0,13,221.593,-28.6485,0,0.420809,0.59069,-0.000486767,0.725255,0,18,1
-0.418984,0.90799,-0.00244125,1,9.8061,-0.451781,0,9.8165,0.5,0,13,34.7208,-36.693,0,0.219761,-0.352089,0.000275346,0.415045,0,19,1
-0.42266,0.906287,-0.00172933,1,9.80977,-0.450011,0,9.82008,0.5,0,13,83.2094,-30.5611,0,0.24629,-0.332482,0.000585494,0.413768,0,20,1
-0.353773,0.93533,-0.00121662,1,9.81303,-0.448529,0,9.82327,0.5,0,13,45.7412,-28.984,0,0.279577,-0.32923,0.000703757,0.431922,0,21,1
0.626787,0.77916,0.0068759,1,9.74745,-0.445631,0,9.75764,0.5,0,13,355.971,-2.66629,0,0.568793,0.575715,0.000379129,0.809304,0,22,1
0.589252,0.807926,0.00621098,1,9.74572,-0.444853,0,9.75587,0.5,0,13,307.316,0.221564,0,0.600717,0.568963,0.000220787,0.827393,0,23,1
0.519205,0.854461,0.0179601,1,9.75112,-0.448051,0,9.76141,0.5,0,12.87,307.818,-23.5429,0,0.455088,0.599987,2.57625e-05,0.753053,0,24,1
-0.348071,0.937467,-0.00113167,1,9.81343,-0.44839,0,9.82367,0.5,0,12.9621,41.2072,-28.3751,0,0.289198,-0.327395,0.000666509,0.436833,0,25,1
-0.353382,0.935479,-0.000607672,1,9.8171,-0.447185,0,9.82728,0.5,0,13,88.7498,-22.8098,0,0.331946,-0.315716,0.000181002,0.45811,0,26,1
-0.387282,0.921961,-0.000348392,1,9.82076,-0.4464,0,9.8309,0.5,0,13,110.628,-20.8326,0,0.358302,-0.293375,7.05582e-05,0.463087,0,27,1
-0.357786,0.933804,-0.000160981,1,9.82443,-0.444979,0,9.8345,0.5,0,12.9656,58.9751,-22.4375,0,0.396251,-0.280929,-0.000270571,0.485732,0,28,1
-0.358448,0.93355,-0.000149289,1,9.82483,-0.444853,0,9.8349,0.5,0,13,56.7836,-22.6512,0,0.400045,-0.280946,-0.000293934,0.488842,0,29,1
0.585287,0.810805,0.00582432,1,9.74379,-0.444024,0,9.7539,0.5,0,13,265.873,1.81512,0,0.62268,0.562021,0.000221413,0.838808,0,30,1
0.685372,0.728188,0.0029273,1,9.74128,-0.441176,0,9.75127,0.5,0,12.3165,232.095,1.51867,0,0.673462,0.5477,0.00110646,0.86806,0,31,1
-0.419336,0.907831,-8.4048e-06,1,9.8281,-0.443661,0,9.8381,0.5,0,13,43.8844,-21.5583,0,0.414627,-0.274297,-0.0004921,0.497146,0,32,1
-0.537976,0.84296,-4.663e-05,1,9.83176,-0.44151,0,9.84167,0.5,0,12,56.7268,-11.7592,0,0.460396,-0.241684,-0.000434999,0.519977,0,33,1
-0.503253,0.864139,-6.90964e-05,1,9.8329,-0.441176,0,9.8428,0.5,0,12,54.7287,-11.7151,0,0.464672,-0.238526,-0.000410807,0.522317,0,34,1
0.480538,0.876969,0.00284596,1,9.54585,-0.437728,0,9.55588,0.5,0,12.9379,338.672,-28.7739,0,0.593064,0.51116,-0.00577795,0.78297,0,35,1
0.485899,0.874007,0.00373636,1,9.54551,-0.4375,0,9.55553,0.5,0,13,394.558,-26.3999,0,0.620284,0.516007,-0.00560606,0.806875,0,36,1
0.191645,0.981302,-0.0178491,1,9.54951,-0.439048,0,9.5596,0.5,0,12.5788,-319.049,-52.6235,0,0.423516,0.454943,-0.00980382,0.621639,0,37,1
0.0589109,0.998029,-0.0216463,1,9.55318,-0.438817,0,9.56325,0.5,0,12.3581,-1483.93,-83.9222,0,0.367147,0.33807,-0.00823199,0.499156,0,38,1
0.231886,0.972721,-0.00645818,1,9.55685,-0.439204,0,9.56693,0.5,0,12.4634,-2314.07,-100.725,0,0.29684,0.226801,-0.00926797,0.373683,0,39,1
0.326892,0.945061,-0.00103352,1,9.56051,-0.441061,0,9.57068,0.5,0,12,-2667.54,-101.815,0,0.172908,0.00663389,-0.00734313,0.173191,0,40,1
0.0396318,0.998878,0.0259354,1,9.56418,-0.439215,0,9.57426,0.5,0,12,-2863.39,-106.557,0,0.231981,-0.125472,-0.00505214,0.263788,0,41,1
-0.110495,0.99385,0.00729037,1,9.56784,-0.439874,0,9.57795,0.5,0,12.3544,-3132.21,-111.185,0,0.165909,-0.33696,-0.00207228,0.375596,0,42,1
-0.317158,0.948372,-0.00135459,1,9.57151,-0.439256,0,9.58158,0.5,0,12.5225,-2702.25,-105.582,0,0.204136,-0.519753,-0.000576164,0.558404,0,43,1
-0.48023,0.877126,-0.00533885,1,9.57517,-0.438292,0,9.5852,0.5,0,12.7847,-1720.93,-94.8183,0,0.308979,-0.663613,-0.000442835,0.732018,0,44,1
-0.552912,0.833218,-0.00598109,1,9.57685,-0.4375,0,9.58683,0.5,0,13,-1430.77,-92.4318,0,0.383874,-0.71793,-0.000383005,0.814115,0,45,1
0.60365,0.797239,0.00392872,1,9.73646,-0.438815,0,9.74634,0.5,0,12.6423,245.788,8.82118,0,0.743387,0.51125,0.00186061,0.902222,0,46,1
0.676034,0.736857,0.00450704,1,9.73462,-0.4375,0,9.74445,0.5,0,13,247.628,15.7215,0,0.786433,0.510738,0.00245355,0.937729,0,47,1
0.562692,0.826664,0.00233032,1,9.74012,-0.440259,0,9.75007,0.5,0,12.2496,225.946,2.00871,0,0.693867,0.541001,0.00141544,0.87985,0,48,1
