Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
-0.155534,0.985727,0.0644356,1,4.04295,-0.463779,0,4.06946,0.5,0,12,-618.107,-54.1023,0,-0.00662712,0.151729,-0.00150883,0.151882,0,0,1
0.451431,0.888948,0.0773387,1,4.03958,-0.463235,0,4.06605,0.5,0,12,-598.679,-54.573,0,0.00130197,0.181282,-0.00120551,0.181291,0,1,1
-0.161381,0.985969,0.0426842,1,4.04418,-0.463235,0,4.07063,0.5,0,12.337,-866.586,-63.9547,0,-0.0357408,0.12021,-0.00207524,0.125428,0,2,1
0.348844,0.937181,-0.000228321,1,4.02829,-0.459667,0,4.05443,0.5,0,12.9704,-176.777,-42.4977,0,0.156605,0.312944,-0.0031687,0.349956,0,3,1
0.356572,0.934268,-0.000300998,1,4.02799,-0.459559,0,4.05412,0.5,0,13,-174.462,-42.3976,0,0.170057,0.316466,-0.0031614,0.359277,0,4,1
0.298145,0.95452,0.000663636,1,4.03196,-0.460788,0,4.0582,0.5,0,13,-165.524,-45.5599,0,0.0942052,0.283442,-0.00179087,0.298693,0,5,1
0.242724,0.970095,0.00077415,1,4.03562,-0.461282,0,4.0619,0.5,0,13,-192.468,-49.1346,0,0.0873501,0.278218,-0.000359222,0.291609,0,6,1
0.489801,0.868425,0.0770287,1,4.03928,-0.463169,0,4.06575,0.5,0,12,-595.078,-54.509,0,0.0023472,0.183618,-0.00117778,0.183637,0,7,1
-0.0797871,0.996798,0.00525987,1,4.04661,-0.462506,0,4.07296,0.5,0,12.8015,-1200.69,-76.3565,0,-0.0705154,0.0541982,-0.00298944,0.0889877,0,8,1
0.018752,0.999823,-0.0015652,1,4.05028,-0.462756,0,4.07663,0.5,0,12.8697,-1208.36,-77.7332,0,-0.0832759,-0.0323155,-0.00301379,0.089377,0,9,1
-0.0863865,0.99626,-0.00170122,1,4.05394,-0.462645,0,4.08026,0.5,0,12.8393,-1107.93,-76.0365,0,-0.0634013,-0.105981,-0.00277889,0.123529,0,10,1
-0.150718,0.988575,-0.00167138,1,4.05761,-0.462346,0,4.08386,0.5,0,12.7581,-1033.78,-73.3371,0,-0.0116315,-0.180262,-0.00215933,0.18065,0,11,1
-0.0705936,0.997504,-0.0016361,1,4.06127,-0.46197,0,4.08746,0.5,0,12.6558,-777.458,-66.9718,0,0.0535821,-0.243126,-0.000990343,0.248962,0,12,1
-0.114706,0.993399,-0.00114039,1,4.06494,-0.462001,0,4.09111,0.5,0,12.6643,-456.366,-58.5575,0,0.0958763,-0.289332,-0.00017785,0.304804,0,13,1
-0.303509,0.952828,-0.00129417,1,4.0686,-0.461141,0,4.09465,0.5,0,13,-304.231,-58.0757,0,0.11308,-0.328066,-2.78903e-05,0.347008,0,14,1
-0.299792,0.954003,-0.00154044,1,4.07226,-0.460672,0,4.09824,0.5,0,13,-301.511,-56.2711,0,0.151584,-0.35783,6.60315e-05,0.388613,0,15,1
-0.366531,0.930405,-0.00134179,1,4.07591,-0.459559,0,4.10174,0.5,0,13,-7.3963,-46.2764,0,0.229583,-0.39982,0.00059044,0.461047,0,16,1
-0.134898,0.990819,0.00898839,1,4.25182,-0.46018,0,4.27665,0.5,0,12.8312,-1294.06,-73.5821,0,-0.0249762,0.175071,0.00274625,0.176865,0,17,1
0.255175,0.966886,0.00403226,1,4.24827,-0.459559,0,4.27306,0.5,0,13,-846.644,-66.2322,0,0.0308815,0.298552,0.00832702,0.30026,0,18,1
