Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.338404,0.934529,-0.110179,1,8.38788,-0.452206,0,8.40006,0.5,0,12.6052,-19.4738,-28.1735,0,0.132056,-0.0852733,0.00170084,0.157204,0,0,1
0.278862,0.96033,0.00131681,1,8.38933,-0.452952,0,8.40155,0.5,0,12.7969,-10.0689,-28.5735,0,0.125301,-0.0889033,0.00161703,0.153645,0,1,1
0.00606315,0.999931,-0.0100569,1,8.39299,-0.453004,0,8.40521,0.5,0,12.7829,12.8568,-26.8733,0,0.13356,-0.0881055,0.000487598,0.160003,0,2,1
-0.0286794,0.976458,0.213794,1,8.39666,-0.452985,0,8.40887,0.5,0,12.788,-11.3893,-27.9749,0,0.14235,-0.0831712,-0.000653271,0.164868,0,3,1
-0.0695981,0.972164,0.223725,1,8.40032,-0.452841,0,8.41252,0.5,0,12.8274,-39.7034,-29.5089,0,0.15638,-0.0863703,-0.000939602,0.178649,0,4,1
-0.0961995,0.995298,0.0112767,1,8.40399,-0.452602,0,8.41617,0.5,0,12.8924,-42.5916,-29.82,0,0.171231,-0.0925175,-0.000545409,0.194627,0,5,1
-0.112218,0.993664,0.0063198,1,8.40765,-0.452287,0,8.41981,0.5,0,12.9779,-39.9068,-29.9577,0,0.190727,-0.0988486,0.000873449,0.214822,0,6,1
-0.113626,0.993512,0.00489016,1,8.40842,-0.452206,0,8.42057,0.5,0,13,-37.2552,-29.9522,0,0.195719,-0.0998918,0.00121156,0.21974,0,7,1
0.337138,0.941453,-0.00220224,1,8.36,-0.448628,0,8.37203,0.5,0,13,-225.802,-43.4897,0,0.0962156,-0.0132019,0.00157857,0.0971299,0,8,1
0.339068,0.940759,-0.00231503,1,8.3598,-0.448529,0,8.37182,0.5,0,13,-235.818,-43.8783,0,0.096218,-0.0114698,0.00156508,0.0969119,0,9,1
0.252575,0.967577,-0.000438617,1,8.36367,-0.449796,0,8.37575,0.5,0,13,-82.6786,-37.0009,0,0.101899,-0.0286234,0.00144751,0.105852,0,10,1
0.192794,0.981239,0.000757536,1,8.36733,-0.450468,0,8.37945,0.5,0,13,-25.0331,-33.493,0,0.109118,-0.0330654,0.000492904,0.114019,0,11,1
0.174837,0.984596,0.00168212,1,8.371,-0.451029,0,8.38314,0.5,0,13,-44.826,-33.5963,0,0.114352,-0.0356244,-0.00128125,0.119779,0,12,1
0.15691,0.98761,0.00235428,1,8.37467,-0.451622,0,8.38683,0.5,0,13,-102.519,-35.3356,0,0.118022,-0.0444041,-0.000277879,0.126099,0,13,1
-0.125673,0.991804,-0.0230449,1,8.37833,-0.452132,0,8.39052,0.5,0,13,-147.828,-36.7292,0,0.122054,-0.0591851,0.00209855,0.135663,0,14,1
-0.1884,0.952355,-0.239845,1,8.382,-0.450802,0,8.39411,0.5,0,12,-49.598,-25.7589,0,0.150706,-0.0658502,0.00137261,0.16447,0,15,1
0.297175,0.91684,-0.266629,1,8.38566,-0.450802,0,8.39777,0.5,0,12,-40.432,-25.2476,0,0.15763,-0.0754442,0.00126728,0.174759,0,16,1
-0.109542,0.993959,0.00679426,1,8.41132,-0.451782,0,8.42344,0.5,0,13,-24.6902,-29.0577,0,0.204496,-0.103227,0.001922,0.229081,0,17,1
-0.180065,0.983616,0.00875092,1,8.41498,-0.451484,0,8.42709,0.5,0,13,-11.2,-28.2274,0,0.210096,-0.10551,0.00203582,0.23511,0,18,1
-0.253769,0.967203,0.0109745,1,8.41865,-0.450397,0,8.43069,0.5,0,12,-43.968,-24.671,0,0.226693,-0.112234,-0.00083807,0.252956,0,19,1
-0.0875162,0.996155,0.0039715,1,8.42232,-0.450184,0,8.43434,0.5,0,12,-51.5676,-25.5026,0,0.233668,-0.121443,-0.000642535,0.263343,0,20,1
-0.091424,0.995696,-0.0151866,1,8.42598,-0.449883,0,8.43798,0.5,0,12,-46.4492,-25.0637,0,0.245494,-0.130457,-0.000531455,0.278005,0,21,1
-0.0647434,0.99718,-0.0379616,1,8.42965,-0.44961,0,8.44163,0.5,0,12,-39.2606,-24.4552,0,0.257847,-0.139485,-0.000466708,0.293157,0,22,1
-0.0352585,0.936587,0.348658,1,8.43331,-0.449473,0,8.44528,0.5,0,12,-29.0376,-23.3318,0,0.266003,-0.140438,-0.000967629,0.300801,0,23,1
-0.379209,0.866819,0.323767,1,8.43698,-0.449376,0,8.44894,0.5,0,12,-18.2756,-22.1547,0,0.273395,-0.139965,-0.00155585,0.307144,0,24,1
-0.380842,0.896322,0.227084,1,8.43813,-0.448529,0,8.45004,0.5,0,12.315,-19.0361,-24.013,0,0.291867,-0.145022,-0.00232733,0.325919,0,25,1
0.398828,0.842922,0.361136,1,8.75587,-0.449682,0,8.76741,0.5,0,12,-262.422,-34.5022,0,0.159152,0.0864468,0.0008307,0.181116,0,26,1
0.467277,0.846511,0.25509,1,8.75472,-0.448529,0,8.7662,0.5,0,12.3133,-264.938,-36.3811,0,0.188215,0.108214,0.00120375,0.217109,0,27,1
-0.00416026,0.930902,0.365246,1,8.75954,-0.449403,0,8.77106,0.5,0,12,-312.589,-37.3451,0,0.159397,0.0463277,0.000857089,0.165995,0,28,1
0.0795277,0.923278,0.37581,1,8.7632,-0.44966,0,8.77473,0.5,0,12,-311.263,-36.9363,0,0.155552,0.00259238,0.000421512,0.155574,0,29,1
-0.406536,0.833087,0.375093,1,8.76687,-0.449908,0,8.7784,0.5,0,12,-304.894,-36.1515,0,0.151391,-0.0406995,2.05912e-05,0.156766,0,30,1
-0.456043,0.845686,0.277199,1,8.76817,-0.448529,0,8.77963,0.5,0,12.3542,-382.044,-42.4523,0,0.170933,-0.0602509,0.00092417,0.181243,0,31,1
0.280759,0.959741,-0.00846967,1,8.34534,-0.445523,0,8.35723,0.5,0,13,-284.287,-42.64,0,0.15033,0.116466,0.00454941,0.190222,0,32,1
0.323262,0.946262,-0.00951818,1,8.34359,-0.444853,0,8.35544,0.5,0,13,-298.705,-42.678,0,0.165369,0.138423,0.00260641,0.215673,0,33,1
0.393328,0.919373,-0.00677991,1,8.34901,-0.445935,0,8.36091,0.5,0,13,-222.251,-41.0311,0,0.152618,0.0857703,0.00628094,0.175181,0,34,1
0.262929,0.964651,-0.0178124,1,8.35267,-0.447142,0,8.36463,0.5,0,12.6227,-274.273,-40.7483,0,0.165507,0.0511599,0.00100364,0.173237,0,35,1
0.278869,0.960318,-0.00454996,1,8.35634,-0.447677,0,8.36832,0.5,0,12.7681,-326.705,-44.1372,0,0.136877,0.018827,0.0013069,0.138172,0,36,1
-0.272191,0.962199,0.00924577,1,8.44064,-0.447152,0,8.45248,0.5,0,13,-20.1565,-27.1171,0,0.305552,-0.158333,-0.00309457,0.344152,0,37,1
-0.199071,0.979975,0.00455687,1,8.44431,-0.446873,0,8.45612,0.5,0,13,-10.693,-27.568,0,0.31788,-0.162804,-0.00336384,0.357161,0,38,1
-0.472618,0.878035,0.0754067,1,8.44797,-0.445131,0,8.45969,0.5,0,12,-25.9601,-23.0383,0,0.363057,-0.165592,-0.00138464,0.39904,0,39,1
-0.373527,0.924765,0.072709,1,8.44925,-0.444853,0,8.46096,0.5,0,12,-24.1444,-22.7706,0,0.366389,-0.166334,-0.00135942,0.40238,0,40,1
0.283518,0.958965,0.00184918,1,8.73388,-0.445329,0,8.74522,0.5,0,12.8704,-23.1817,-18.2727,0,0.346091,0.285542,0.000562716,0.448679,0,41,1
0.344159,0.93891,0.00159657,1,8.73249,-0.444853,0,8.74381,0.5,0,13,3.62722,-15.2256,0,0.376208,0.29731,0.0010112,0.479507,0,42,1
0.183925,0.982938,0.00209769,1,8.73754,-0.445735,0,8.74891,0.5,0,12.76,-55.0536,-22.0458,0,0.29462,0.25062,7.28105e-05,0.386797,0,43,1
0.177686,0.984083,0.00275537,1,8.74121,-0.446494,0,8.75261,0.5,0,13,-69.0312,-25.0997,0,0.277037,0.225287,0.000268635,0.357077,0,44,1
0.147257,0.989094,0.00297447,1,8.74487,-0.446448,0,8.75626,0.5,0,13,-83.2913,-26.9797,0,0.264394,0.212088,9.12549e-05,0.338948,0,45,1
0.098667,0.994159,-0.0437398,1,8.74854,-0.446997,0,8.75995,0.5,0,12.5833,-195.588,-33.7955,0,0.241525,0.171494,0.00100189,0.296219,0,46,1
0.278606,0.958906,-0.0536508,1,8.7522,-0.44707,0,8.76362,0.5,0,12.6032,-233.726,-35.9716,0,0.220589,0.143994,0.00165904,0.263432,0,47,1
-0.226186,0.973406,0.0363354,1,8.77053,-0.447119,0,8.78192,0.5,0,12.6164,-418.361,-45.6997,0,0.196853,-0.0883223,0.00140957,0.215763,0,48,1
-0.029674,0.998734,0.04063,1,8.7742,-0.447367,0,8.78559,0.5,0,12.6838,-346.741,-42.9789,0,0.197345,-0.133031,0.000548123,0.237997,0,49,1
-0.160356,0.987054,0.00321988,1,8.77786,-0.446797,0,8.78923,0.5,0,13,-331.797,-46.305,0,0.183368,-0.179605,0.000298065,0.256674,0,50,1
-0.238224,0.971205,0.00316554,1,8.78153,-0.446753,0,8.79288,0.5,0,13,-399.985,-48.9483,0,0.198771,-0.207647,0.00069493,0.28745,0,51,1
-0.283668,0.95892,0.00227992,1,8.78519,-0.445865,0,8.7965,0.5,0,12.7247,-340.863,-45.9384,0,0.233349,-0.260296,0.000523883,0.34958,0,52,1
-0.410507,0.911854,0.00242422,1,8.7888,-0.444853,0,8.80005,0.5,0,13,-235.127,-44.6473,0,0.283228,-0.301333,0.000672733,0.413545,0,53,1
0.542227,0.840129,-0.013134,1,8.33801,-0.44259,0,8.34975,0.5,0,13,-179.655,-33.9922,0,0.200308,0.199831,-0.000965074,0.282943,0,54,1
0.560593,0.828067,-0.00638602,1,8.336,-0.441176,0,8.34767,0.5,0,12.4519,-179.4,-31.7848,0,0.222011,0.216648,-0.000871727,0.310203,0,55,1
0.376807,0.926237,-0.0100707,1,8.34168,-0.444081,0,8.35349,0.5,0,13,-313.088,-41.6304,0,0.171486,0.166239,0.00148877,0.238841,0,56,1
-0.110109,0.991884,0.0635783,1,8.45164,-0.444473,0,8.46332,0.5,0,12,-19.7171,-21.9607,0,0.371533,-0.166771,-0.00129574,0.407248,0,57,1
-0.213631,0.976883,0.00786892,1,8.4553,-0.444338,0,8.46697,0.5,0,13,-51.0524,-29.8821,0,0.385171,-0.183485,-0.000922977,0.426643,0,58,1
-0.331687,0.943372,0.00573086,1,8.45897,-0.44318,0,8.47057,0.5,0,13,-0.00341686,-25.9734,0,0.394191,-0.185211,-0.00100869,0.435535,0,59,1
-0.347137,0.937781,0.00791583,1,8.46264,-0.441896,0,8.47416,0.5,0,13,-26.0555,-26.7994,0,0.402273,-0.183076,-0.00131045,0.441975,0,60,1
-0.246914,0.968987,0.00988283,1,8.46501,-0.441176,0,8.4765,0.5,0,13,-55.1707,-28.5151,0,0.409527,-0.186969,-0.00140651,0.450191,0,61,1
0.429802,0.902923,-0.000406271,1,8.72655,-0.442352,0,8.73775,0.5,0,13,89.5703,-0.814516,0,0.414529,0.321201,0.000372941,0.524408,0,62,1
0.465856,0.88486,-0.000809287,1,8.72455,-0.441176,0,8.7357,0.5,0,13,92.352,3.96952,0,0.429265,0.317644,-0.000186481,0.53401,0,63,1
0.392088,0.919927,0.000810099,1,8.73021,-0.443749,0,8.74148,0.5,0,13,49.8874,-9.94593,0,0.387569,0.313841,0.00110502,0.498705,0,64,1
-0.412601,0.910909,0.00240867,1,8.78886,-0.444819,0,8.80011,0.5,0,13,-231.609,-44.4988,0,0.284075,-0.30183,0.000671974,0.414487,0,65,1
-0.398549,0.917146,0.0012078,1,8.79253,-0.443195,0,8.80369,0.5,0,13,-75.4016,-35.074,0,0.318135,-0.310251,-0.000713381,0.444371,0,66,1
-0.48053,0.876978,0.000590069,1,8.79619,-0.441531,0,8.80726,0.5,0,13,-67.1643,-32.6412,0,0.34635,-0.315732,-0.00277104,0.468671,0,67,1
-0.467823,0.883822,0.000506156,1,8.79667,-0.441176,0,8.80773,0.5,0,13,-63.8545,-32.4978,0,0.352295,-0.317073,-0.00298508,0.473979,0,68,1
0.625219,0.780417,-0.0070915,1,8.32701,-0.437523,0,8.3385,0.5,0,12.9938,-214.254,-33.4573,0,0.325998,0.263784,0.00414821,0.419373,0,69,1
0.626487,0.779399,-0.00709147,1,8.32698,-0.4375,0,8.33846,0.5,0,13,-214.762,-33.5031,0,0.327095,0.264103,0.0041836,0.420427,0,70,1
0.454005,0.890986,-0.00480941,1,8.33068,-0.439361,0,8.34226,0.5,0,12.4937,-137.382,-28.7964,0,0.258328,0.237628,-0.000587917,0.351,0,71,1
0.43247,0.901644,-0.00270625,1,8.33434,-0.440329,0,8.34597,0.5,0,12.2305,-153.035,-29.6435,0,0.248229,0.224538,-0.00210275,0.334723,0,72,1
-0.19256,0.981236,0.00982811,1,8.4663,-0.440737,0,8.47777,0.5,0,12.8806,-64.1105,-28.0569,0,0.423811,-0.188355,-0.00144972,0.463784,0,73,1
-0.189149,0.981945,0.00261423,1,8.46997,-0.440613,0,8.48142,0.5,0,12,-15.6481,-19.8097,0,0.460605,-0.189871,-0.00204727,0.498209,0,74,1
-0.337496,0.941323,0.00265015,1,8.47363,-0.439254,0,8.48501,0.5,0,12,-7.49803,-19.18,0,0.477909,-0.194551,-0.00202342,0.515995,0,75,1
-0.296725,0.954961,0.0016859,1,8.4773,-0.438013,0,8.48861,0.5,0,12,1.77553,-17.8058,0,0.49642,-0.192971,-0.00212788,0.532612,0,76,1
-0.311309,0.950308,0.00122935,1,8.47887,-0.4375,0,8.49015,0.5,0,12,5.89011,-17.1824,0,0.504266,-0.191854,-0.00215872,0.539533,0,77,1
0.385046,0.922896,-0.00140746,1,8.71189,-0.43856,0,8.72292,0.5,0,12.7116,22.1239,8.7323,0,0.512071,0.281313,-0.0032962,0.584264,0,78,1
0.409156,0.912463,-0.00170129,1,8.70989,-0.4375,0,8.72087,0.5,0,13,26.1346,13.1808,0,0.53007,0.280556,-0.0038174,0.599751,0,79,1
0.153778,0.988105,-0.00100973,1,8.71555,-0.439321,0,8.72662,0.5,0,12.5047,33.3521,5.3119,0,0.490039,0.293854,-0.00244807,0.571397,0,80,1
0.253277,0.967394,-0.000536299,1,8.71922,-0.439254,0,8.73027,0.5,0,12.4771,47.2972,1.00115,0,0.473212,0.316851,-0.00083012,0.569495,0,81,1
0.455196,0.890391,-0.000908548,1,8.72288,-0.440512,0,8.734,0.5,0,12.8193,80.3551,4.16486,0,0.445114,0.320339,-0.000360776,0.548401,0,82,1
-0.372619,0.927984,-0.000164601,1,8.79986,-0.439688,0,8.81083,0.5,0,12.5952,-29.0045,-25.9119,0,0.424312,-0.312496,-0.00281644,0.526974,0,83,1
-0.141542,0.989932,-0.000660086,1,8.80352,-0.439041,0,8.81446,0.5,0,12.4193,4.91115,-21.5808,0,0.44283,-0.30932,-0.00198894,0.540168,0,84,1
-0.297312,0.95478,-0.00124845,1,8.80719,-0.439127,0,8.81813,0.5,0,12.5575,-4.93463,-21.3535,0,0.444289,-0.302708,-0.00129806,0.537612,0,85,1
-0.475419,0.879757,-0.00201935,1,8.81067,-0.4375,0,8.82152,0.5,0,13,24.7697,-20.9156,0,0.488872,-0.317025,-0.00113303,0.582668,0,86,1
0.147986,0.988984,0.00319792,1,9.26537,-0.437772,0,9.2757,0.5,0,12.926,-1.161,-7.03205,0,0.398817,0.0923548,0.00153736,0.409374,0,87,1
0.156769,0.987629,0.00345787,1,9.26319,-0.4375,0,9.27352,0.5,0,13,0.273119,-5.60111,0,0.40313,0.0974469,0.00157057,0.414743,0,88,1
-0.0554515,0.998427,0.00826217,1,9.26903,-0.43823,0,9.27939,0.5,0,12.8014,-3.63875,-8.89145,0,0.39455,0.0834513,0.00153335,0.403281,0,89,1
