Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.615289,0.788301,-5.05103e-05,1,6.69308,-0.474618,0,6.70989,0.5,0,13,-3474.34,-135.509,0,-0.324741,0.571499,-8.50967e-05,0.657318,0,0,1
0.614537,0.788888,0.000123505,1,6.69222,-0.474265,0,6.70901,0.5,0,13,-3066.81,-132.331,0,-0.270518,0.600793,0.000184463,0.658887,0,1,1
0.259805,0.965661,0.000758319,1,6.69675,-0.476502,0,6.71368,0.5,0,12.6084,-5327.82,-147.139,0,-0.465885,0.33715,-0.000711085,0.575083,0,2,1
0.0606273,0.99816,0.00118164,1,6.70041,-0.476698,0,6.71735,0.5,0,12.6619,-6456.62,-160.041,0,-0.556093,0.109162,-0.00214887,0.56671,0,3,1
0.0104686,0.999945,0.00096978,1,6.70408,-0.47674,0,6.72101,0.5,0,12.6732,-5241.28,-148.497,0,-0.546007,-0.117986,-0.00253032,0.558615,0,4,1
-0.125533,0.992089,0.000181247,1,6.70774,-0.476742,0,6.72466,0.5,0,12.6738,-3302.22,-125.366,0,-0.467139,-0.286859,-0.00142558,0.548187,0,5,1
-0.343283,0.939231,-0.00124987,1,6.71141,-0.475848,0,6.72826,0.5,0,13,-1560.29,-110.436,0,-0.41422,-0.432683,-0.00120631,0.598994,0,6,1
-0.368496,0.929624,-0.00304873,1,6.71507,-0.475137,0,6.73186,0.5,0,13,-708.36,-94.4733,0,-0.298434,-0.498996,-0.00106747,0.581431,0,7,1
-0.39149,0.920176,-0.00341389,1,6.717,-0.474265,0,6.73372,0.5,0,13,-253.056,-82.438,0,-0.203844,-0.524677,-0.000682741,0.562885,0,8,1
0.582353,0.812934,0.0020781,1,6.68942,-0.47297,0,6.70612,0.5,0,13,-1437.27,-109.918,0,-0.114563,0.6954,0.00156949,0.704775,0,9,1
0.684706,0.728787,0.00695482,1,6.6871,-0.470588,0,6.70364,0.5,0,13,-297.161,-77.8188,0,0.103066,0.746286,0.00560693,0.75339,0,10,1
