Points_0,Points_1
0.004703689357993646, 0.038910618373887595
0.004703689357993646, 0.03747985798315784
0.004703689357993646, 0.03604909759242808
0.00359010361189116, 0.03461931833451426
0.00359010361189116, 0.03318855794378456
0.003340757238307346, 0.03162681632212555
0.00222717149220486, 0.029865682917496583
0.0022271714922049712, 0.028984625648774076
0.0022271714922049712, 0.027222511111329173
0.0022271714922049712, 0.02546039657388427
0.0011135857461024856, 0.02369926316925519
0.0011135857461024856, 0.022818205900532795
0.0011135857461024856, 0.021056091363087837
0, 0.01929495795845887
0, 0.017532843421013966
0, 0.016651786152291514
0, 0.014889671614846556
0, 0.013127557077401597
0, 0.012246499808679201
0, 0.011365442539956694
0, 0.00960332800251179
0, 0.007841213465066776
0, 0.006079098927621873
0, 0.00431698439017697
0, 0.0025548698527320113
0, 0.0007927553152871081
0.005909266970078431, 0.04177107697242893
0.005909266970078431, 0.04320183736315869
0.005909266970078431, 0.04463259775388845
0.005909266970078431, 0.046063358144618205
0.007114844582163271, 0.04820843654779461
0.007114844582163271, 0.04940073687340274
0.007114844582163271, 0.0508314972641325
0.007114844582163271, 0.052262257654862254
0.007795100222717122, 0.05453038077764588
0.008320422194248112, 0.0560765565138901
0.008320422194248112, 0.057984237034863106
0.008908685968819607, 0.05981574325716471
0.009525999806332952, 0.06179853589389092
0.009525999806332952, 0.06322929628462068
0.010731577418417737, 0.06561283475291879
0.010731577418417737, 0.06752051527389177
0.011135857461024468, 0.06950541094747997
0.011937155030502578, 0.07085789400267636
0.011937155030502578, 0.07228865439340612
0.013142732642587418, 0.07419527273146098
0.013142732642587418, 0.07562603312219074
0.013142732642587418, 0.0770567935129205
0.014348310254672259, 0.07896341185097533
0.014951099060714623, 0.08122825137817169
0.015553887866757043, 0.0827777107100032
0.015553887866757043, 0.08420847110073293
0.016759465478841884, 0.08539970924342291
0.016759465478841884, 0.08659200956903104
0.016759465478841884, 0.08802276995976077
0.017965043090926724, 0.08992938829781566
0.017965043090926724, 0.09136014868854539
0.019170620703011565, 0.092789846896357
0.01977340950905393, 0.09469699632587092
0.02037619831509635, 0.09612722562514159
0.02097898712113877, 0.09779591498953388
0.02158177592718119, 0.09898768422368295
0.02218456473322361, 0.10089483365319687
0.02278735353926603, 0.1028019830827108
0.022879345405248386, 0.10423266242333834
0.023482134211290806, 0.10602058182029148
0.02408492301733317, 0.10757004115212296
0.024498886414253962, 0.10914121444619956
0.025612472160356337, 0.11090234785082861
0.026496078241502852, 0.11257557815384081
0.027701655853587692, 0.11519757668726052
0.029418030405732543, 0.11698451495139767
0.030623608017817383, 0.11901036332201337
0.031226396823859803, 0.12044059262128401
0.03283383363997289, 0.12282377702860942
0.03363755204802943, 0.12473074942763698
0.03484312966011427, 0.12663736776569184
0.03604870727219911, 0.12902090623398996
0.03725428488428395, 0.13092752457204482
0.038459862496368735, 0.13283414291009965
0.039665440108453576, 0.1345023011830329
0.040268228914495996, 0.13593253048230355
0.041473806526580836, 0.13760068875523682
0.042316258351893066, 0.13908146345770828
0.04342984409799555, 0.14084259686233724
0.04454342984409804, 0.14260373026696627
0.04565701559020047, 0.14348380640287275
0.04677060133630284, 0.14524493980750178
0.04788418708240533, 0.14700607321213072
0.04899777282850776, 0.1487672066167597
0.05122494432071267, 0.15052735888857277
0.05233853006681516, 0.1522884922932017
0.053452115812917644, 0.15404962569783073
0.055679287305122505, 0.15580977796964376
0.055679287305122505, 0.15669083523836622
0.05679287305122499, 0.1584519686429952
0.05790645879732742, 0.16021310204762418
0.059020044543429795, 0.16197423545225317
0.06013363028953228, 0.16373536885688217
0.061247216035634766, 0.16549650226151116
0.06266340660404762, 0.16762798770939188
0.06386898421613246, 0.16881922585208187
0.06567735063425967, 0.1709637731637993
0.06681514476614697, 0.17254005474721112
0.06904231625835183, 0.17430020701902418
0.07015590200445432, 0.17606134042365315
0.07238307349665918, 0.17870254996418866
0.0746102449888641, 0.18134375950472417
0.07683741648106895, 0.1831039117765372
0.07906458797327393, 0.18574512131707271
0.08240534521158127, 0.18838534972479226
0.0835189309576837, 0.19014648312942123
0.08685968819599105, 0.19278671153714078
0.08908685968819591, 0.1954279210776763
0.09242761692650336, 0.19806814948539586
0.0935412026726058, 0.19982928289002483
0.0968819599109132, 0.20246951129774438
