Points_0,Points_1,Points_2,Point ID
13.2988,0.486329,0,426
13.3203,0.486354,0,427
13.3184,0.486352,0,428
13.3398,0.486371,0,429
13.3379,0.48637,0,430
13.3594,0.486382,0,431
13.3575,0.486381,0,432
13.3789,0.486383,0,433
13.377,0.486383,0,434
13.3984,0.486372,0,435
13.3965,0.486373,0,436
13.418,0.486344,0,437
13.416,0.486347,0,438
13.4375,0.486294,0,439
13.4355,0.4863,0,440
13.457,0.486217,0,441
13.455,0.486226,0,442
13.4766,0.486104,0,443
13.4744,0.486118,0,444
13.4961,0.485943,0,445
13.4938,0.485964,0,446
13.5156,0.485718,0,447
13.5131,0.48575,0,448
13.5352,0.485401,0,449
13.5323,0.485451,0,450
13.5547,0.484954,0,451
13.5514,0.485035,0,452
13.5742,0.484324,0,453
13.5704,0.484459,0,454
13.5938,0.483447,0,455
13.5891,0.483672,0,456
13.7305,0.465499,0,457
13.7276,0.465879,0,458
13.7141,0.46875,0,459
13.75,0.460934,0,460
13.7437,0.462458,0,461
13.6133,0.482243,0,462
13.6076,0.482618,0,463
13.6328,0.480638,0,464
13.6258,0.48125,0,465
13.6523,0.478568,0,466
13.6436,0.479537,0,467
13.6719,0.476044,0,468
13.6611,0.477485,0,469
13.6914,0.473258,0,470
13.6783,0.475218,0,471
13.7109,0.469423,0,472
13.6954,0.472757,0,473
13.7115,0.469344,0,474
14.0625,0.233293,0,475
14.062,0.233894,0,476
14.0619,0.234375,0,477
14.0039,0.312371,0,478
14.0038,0.312418,0,479
14.0038,0.3125,0,480
14.0234,0.289909,0,481
14.0218,0.291316,0,482
14.021,0.292969,0,483
14.0132,0.302269,0,484
14.043,0.263657,0,485
14.0387,0.269218,0,486
14.0362,0.273438,0,487
14.0547,0.246067,0,488
14.0495,0.253906,0,489
14.0472,0.258148,0,490
14.0309,0.280853,0,491
13.7695,0.455229,0,492
13.7591,0.458354,0,493
13.7891,0.449128,0,494
13.789,0.449138,0,495
13.7888,0.449219,0,496
13.7743,0.453964,0,497
13.8086,0.442856,0,498
13.8038,0.444424,0,499
13.8281,0.434642,0,500
13.818,0.439052,0,501
13.8477,0.426323,0,502
13.8451,0.427097,0,503
13.8399,0.429688,0,504
13.8672,0.416438,0,505
13.8585,0.420974,0,506
13.8319,0.433455,0,507
13.8867,0.406005,0,508
13.8837,0.40717,0,509
13.8791,0.410156,0,510
13.8716,0.414606,0,511
13.9062,0.393896,0,512
13.8963,0.400207,0,513
13.9258,0.381371,0,514
13.9201,0.38494,0,515
13.9115,0.390625,0,516
13.9453,0.366736,0,517
13.9425,0.368264,0,518
13.9397,0.371094,0,519
13.932,0.377346,0,520
13.9648,0.350463,0,521
13.9641,0.350812,0,522
13.9636,0.351562,0,523
13.9844,0.332406,0,524
13.9746,0.341833,0,525
13.9538,0.360047,0,526
13.9086,0.392969,0,527
13.9945,0.322582,0,528
13.9848,0.332031,0,529
13.9846,0.332282,0,530
14.1247,0.00358174,0,531
14.1243,0.0195312,0,532
14.1241,0.022539,0,533
14.123,0.0390625,0,534
14.1211,0.0592239,0,535
14.119,0.0760647,0,536
14.1188,0.078125,0,537
14.1228,0.0408153,0,538
14.1212,0.0585938,0,539
14.1212,0.0586673,0,540
14.1016,0.146536,0,541
14.0994,0.154042,0,542
14.0988,0.15625,0,543
14.116,0.0925579,0,544
14.1149,0.0976562,0,545
14.1123,0.108423,0,546
14.11,0.117188,0,547
14.1082,0.123813,0,548
14.1043,0.136719,0,549
14.1038,0.138964,0,550
14.094,0.168183,0,551
14.0907,0.175781,0,552
14.0882,0.181911,0,553
14.0822,0.195312,0,554
14.082,0.195716,0,555
14.0758,0.208648,0,556
14.0727,0.214844,0,557
14.0692,0.221525,0,558
14.0822,0.195474,0,559
