Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
17.2281,-0.307882,0,17.2308,11.8214,0.5,0,12,5.69428,11.8214,1.28299,-0.219576,0.000159253,1.30165,0,0,1
17.2317,-0.312808,0,17.2345,11.0803,0.5,0,12,12.5284,11.0803,1.26684,-0.210213,-0.00109286,1.28417,0,1,1
17.2269,-0.306362,0,17.2296,12.8354,0.5,0,12,-1.11368,12.8354,1.28464,-0.223075,0.000600682,1.30386,0,2,1
17.2244,-0.302956,0,17.2271,14.3549,0.5,0,12,-13.6418,14.3549,1.28675,-0.234514,0.000552198,1.30795,0,3,1
17.2318,-0.312976,0,17.2346,11.1354,0.5,0,12,12.1684,11.1354,1.26635,-0.209742,-0.00108517,1.2836,0,4,1
17.222,-0.299654,0,17.2246,14.5227,0.5,0,12,-5.75191,14.5227,1.28507,-0.24424,1.01666e-05,1.30807,0,5,1
17.2208,-0.29803,0,17.2234,13.9175,0.5,0,12,0.700152,13.9175,1.28584,-0.24893,8.55568e-05,1.30972,0,6,1
17.2354,-0.317734,0,17.2383,12.684,0.5,0,12,-4.07965,12.684,1.25589,-0.194152,-0.000523538,1.2708,0,7,1
17.2367,-0.319348,0,17.2396,13.1302,0.5,0,12,-6.33536,13.1302,1.25442,-0.186794,-0.000237535,1.26825,0,8,1
17.2393,-0.32266,0,17.2423,12.759,0.5,0,12,-7.24654,12.759,1.2536,-0.168932,0.000556163,1.26494,0,9,1
17.2416,-0.325411,0,17.2446,11.5971,0.5,0,12,5.14693,11.5971,1.24689,-0.151909,0.000535653,1.25611,0,10,1
17.2175,-0.293103,0,17.22,14.337,0.5,0,12,7.96642,14.337,1.29931,-0.255007,-0.000118275,1.3241,0,11,1
17.2171,-0.292601,0,17.2196,14.7617,0.5,0,12,4.35118,14.7617,1.29997,-0.255798,-0.000133433,1.3249,0,12,1
17.2142,-0.288177,0,17.2166,17.6665,0.5,0,12,-31.0726,17.6665,1.30254,-0.26819,2.6185e-05,1.32986,0,13,1
17.2434,-0.327586,0,17.2465,9.53761,0.5,0,12,18.768,9.53761,1.2407,-0.140179,0.000574047,1.24859,0,14,1
17.2465,-0.331319,0,17.2496,8.40516,0.5,0,12,28.3907,8.40516,1.21834,-0.12177,0.000337265,1.22441,0,15,1
17.2122,-0.285317,0,17.2146,18.3269,0.5,0,12,-28.0256,18.3269,1.29563,-0.277906,0.00017375,1.3251,0,16,1
17.2108,-0.283251,0,17.2131,17.2786,0.5,0,12,-16.3977,17.2786,1.29295,-0.284695,-6.03132e-06,1.32393,0,17,1
17.2475,-0.332512,0,17.2507,8.06222,0.5,0,12,29.3139,8.06222,1.21087,-0.11643,0.000121091,1.21645,0,18,1
17.2513,-0.337146,0,17.2546,11.09,0.5,0,12,8.09762,11.09,1.1873,-0.09369,0.00103534,1.19099,0,19,1
17.2078,-0.278325,0,17.21,16.9099,0.5,0,12,2.35641,16.9099,1.30239,-0.289806,-3.45738e-05,1.33424,0,20,1
17.2074,-0.277727,0,17.2096,17.3329,0.5,0,12,-1.60749,17.3329,1.30268,-0.290615,4.41949e-06,1.3347,0,21,1
17.2047,-0.273399,0,17.2068,18.8539,0.5,0,12,-27.5019,18.8539,1.30167,-0.299864,2.70192e-05,1.33576,0,22,1
17.2516,-0.337438,0,17.2549,11.2086,0.5,0,12,6.78523,11.2086,1.1861,-0.0917771,0.00105195,1.18965,0,23,1
