Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
15.2957,-0.307882,0,15.2988,14.4111,0.5,0,12,-18.9276,14.4111,1.28251,-0.219614,0.000367131,1.30118,0,0,1
15.299,-0.312309,0,15.3022,11.7537,0.5,0,12,6.80571,11.7537,1.27867,-0.202596,0.000497898,1.29462,0,1,1
15.2941,-0.305764,0,15.2972,14.5539,0.5,0,12,-15.9286,14.5539,1.27988,-0.228316,0.000187666,1.30009,0,2,1
15.2994,-0.312808,0,15.3026,11.3194,0.5,0,12,10.3568,11.3194,1.27788,-0.201047,0.000498839,1.29359,0,3,1
15.292,-0.302956,0,15.295,13.5764,0.5,0,12,-5.84994,13.5764,1.27877,-0.238188,4.19833e-05,1.30077,0,4,1
15.3031,-0.317734,0,15.3064,9.60542,0.5,0,12,20.1918,9.60542,1.25713,-0.190876,1.28248e-05,1.27154,0,5,1
15.3039,-0.318765,0,15.3072,9.98949,0.5,0,12,16.782,9.98949,1.25375,-0.187859,5.17936e-05,1.26774,0,6,1
15.2892,-0.299048,0,15.2922,12.8168,0.5,0,12,12.1942,12.8168,1.28736,-0.244859,-1.8532e-05,1.31044,0,7,1
15.2885,-0.29803,0,15.2914,12.6728,0.5,0,12,13.8319,12.6728,1.29023,-0.247033,1.09151e-05,1.31366,0,8,1
15.3069,-0.32266,0,15.3103,11.981,0.5,0,12,-4.68309,11.981,1.24505,-0.173761,0.000368612,1.25711,0,9,1
15.3088,-0.324889,0,15.3122,12.5044,0.5,0,12,-6.67591,12.5044,1.2428,-0.161685,0.000717061,1.25327,0,10,1
15.2852,-0.293103,0,15.288,15.7013,0.5,0,12,-14.2659,15.7013,1.29908,-0.256654,-0.000275259,1.32419,0,11,1
15.2843,-0.291908,0,15.2871,16.1771,0.5,0,12,-17.3236,16.1771,1.29734,-0.260438,-0.00031908,1.32322,0,12,1
15.2818,-0.288177,0,15.2845,15.8551,0.5,0,12,-14.3084,15.8551,1.29345,-0.272419,-0.000214548,1.32183,0,13,1
15.311,-0.327586,0,15.3145,11.7666,0.5,0,12,-2.47004,11.7666,1.24183,-0.144104,0.00139474,1.25017,0,14,1
15.3137,-0.330799,0,15.3172,10.1181,0.5,0,12,16.2837,10.1181,1.23095,-0.121672,0.00165434,1.23695,0,15,1
15.2795,-0.284681,0,15.2821,15.4901,0.5,0,12,3.07423,15.4901,1.29726,-0.278461,-2.46354e-05,1.32681,0,16,1
15.2785,-0.283251,0,15.2811,15.1059,0.5,0,12,6.96044,15.1059,1.30027,-0.281507,6.28538e-05,1.3304,0,17,1
15.3151,-0.332512,0,15.3188,8.16833,0.5,0,12,27.8506,8.16833,1.22427,-0.111339,0.00156384,1.22932,0,18,1
15.3186,-0.336559,0,15.3223,6.48504,0.5,0,12,37.7647,6.48504,1.19412,-0.0906896,0.00148556,1.19756,0,19,1
15.2755,-0.278325,0,15.278,18.2991,0.5,0,12,-23.4476,18.2991,1.30556,-0.288307,0.000211165,1.33701,0,20,1
15.2746,-0.276994,0,15.2771,18.6992,0.5,0,12,-25.7042,18.6992,1.30301,-0.292153,0.000214206,1.33536,0,21,1
