Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
14.0596,-0.307882,0,14.0629,12.9576,0.5,0,12,-4.39972,12.9576,1.28693,-0.219049,0.000112939,1.30544,0,0,1
14.0627,-0.312238,0,14.0662,10.4005,0.5,0,12,16.3579,10.4005,1.27424,-0.209016,-0.000583024,1.29127,0,1,1
14.0579,-0.30566,0,14.0612,14.8478,0.5,0,12,-17.1439,14.8478,1.28603,-0.226783,0.00030283,1.30587,0,2,1
14.0558,-0.302956,0,14.0591,15.3995,0.5,0,12,-22.1158,15.3995,1.28445,-0.238047,0.000338278,1.30632,0,3,1
14.0632,-0.312808,0,14.0667,10.2171,0.5,0,12,17.4696,10.2171,1.27236,-0.208136,-0.00070842,1.28927,0,4,1
14.0668,-0.317734,0,14.0704,11.9209,0.5,0,12,1.43954,11.9209,1.25659,-0.197671,-0.000664874,1.27204,0,5,1
14.0676,-0.318719,0,14.0712,12.4133,0.5,0,12,-1.62522,12.4133,1.25523,-0.193795,-0.00069758,1.2701,0,6,1
14.053,-0.298889,0,14.0561,14.2016,0.5,0,12,2.07871,14.2016,1.28324,-0.250141,0.000208119,1.30739,0,7,1
14.0523,-0.29803,0,14.0555,13.7805,0.5,0,12,6.26061,13.7805,1.28433,-0.252331,0.000185942,1.30888,0,8,1
14.0707,-0.32266,0,14.0744,13.1268,0.5,0,12,-9.82743,13.1268,1.25401,-0.172024,-0.000522032,1.26575,0,9,1
14.0725,-0.324861,0,14.0763,12.4775,0.5,0,12,-0.927278,12.4775,1.25031,-0.157297,-0.000607795,1.26017,0,10,1
14.0491,-0.293103,0,14.0521,14.838,0.5,0,12,-0.0194841,14.838,1.29761,-0.257342,0.000194665,1.32288,0,11,1
14.0481,-0.291748,0,14.0511,15.9444,0.5,0,12,-9.87654,15.9444,1.29763,-0.26033,0.000184246,1.32349,0,12,1
14.0457,-0.288177,0,14.0486,17.2307,0.5,0,12,-25.8102,17.2307,1.29572,-0.271074,0.000103461,1.32377,0,13,1
14.0748,-0.327586,0,14.0786,9.71953,0.5,0,12,16.0588,9.71953,1.24408,-0.141063,-0.00113543,1.25206,0,14,1
14.0774,-0.33078,0,14.0813,8.03321,0.5,0,12,29.0351,8.03321,1.22479,-0.124018,-0.000889441,1.23105,0,15,1
14.0432,-0.284433,0,14.0461,16.6269,0.5,0,12,-4.56736,16.6269,1.29148,-0.280303,9.45183e-06,1.32155,0,16,1
14.0424,-0.283251,0,14.0452,15.9394,0.5,0,12,3.10026,15.9394,1.29212,-0.283282,-1.22041e-05,1.32281,0,17,1
14.0789,-0.332512,0,14.0828,7.03701,0.5,0,12,33.029,7.03701,1.21329,-0.117294,-0.000550329,1.21894,0,18,1
14.0823,-0.336581,0,14.0863,9.1839,0.5,0,12,17.4367,9.1839,1.18751,-0.101442,0.00027905,1.19184,0,19,1
14.0394,-0.278325,0,14.0421,17.2586,0.5,0,12,-6.69475,17.2586,1.30446,-0.287247,-5.93254e-05,1.33572,0,20,1
14.0383,-0.276742,0,14.041,18.5269,0.5,0,12,-17.3406,18.5269,1.30277,-0.290237,-6.25915e-05,1.33471,0,21,1
14.0362,-0.273399,0,14.0389,18.8554,0.5,0,12,-27.0489,18.8554,1.29811,-0.300121,-8.3397e-05,1.33235,0,22,1
14.0831,-0.337438,0,14.0871,9.76664,0.5,0,12,13.4467,9.76664,1.1827,-0.0970174,0.000411871,1.18668,0,23,1
14.0872,-0.342303,0,14.0913,14.4646,0.5,0,12,-21.752,14.4646,1.17598,-0.0685033,0.00170813,1.17798,0,24,1
14.0334,-0.268788,0,14.036,18.5826,0.5,0,12,-0.634608,18.5826,1.29897,-0.30771,-5.57205e-05,1.33492,0,25,1
14.0332,-0.268473,0,14.0358,18.4399,0.5,0,12,0.509887,18.4399,1.29947,-0.308388,-5.05981e-05,1.33556,0,26,1
14.0872,-0.342365,0,14.0914,14.4705,0.5,0,12,-21.9714,14.4705,1.17597,-0.0680376,0.00172816,1.17794,0,27,1
14.0915,-0.347291,0,14.0958,10.4243,0.5,0,12,-0.897443,10.4243,1.17796,-0.0415082,0.00304702,1.1787,0,28,1
14.0304,-0.263547,0,14.0329,19.7955,0.5,0,12,-24.1042,19.7955,1.30272,-0.31467,-2.39333e-06,1.34018,0,29,1
