Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
15.0808,-0.307882,0,15.0839,14.2536,0.5,0,12,-15.9507,14.2536,1.28246,-0.220841,-0.000178072,1.30134,0,0,1
15.084,-0.31225,0,15.0872,11.8628,0.5,0,12,8.11142,11.8628,1.27817,-0.204671,-0.000452483,1.29445,0,1,1
15.0791,-0.305687,0,15.0822,14.4478,0.5,0,12,-14.2784,14.4478,1.28004,-0.229506,7.23815e-05,1.30045,0,2,1
15.0845,-0.312808,0,15.0877,11.3951,0.5,0,12,11.9759,11.3951,1.27722,-0.202812,-0.00050837,1.29322,0,3,1
15.0771,-0.302956,0,15.0801,13.666,0.5,0,12,-6.82984,13.666,1.27913,-0.238914,0.000165818,1.30125,0,4,1
15.0881,-0.317734,0,15.0914,9.91505,0.5,0,12,19.9399,9.91505,1.25621,-0.192349,-0.000479568,1.27085,0,5,1
15.0889,-0.318719,0,15.0923,10.3512,0.5,0,12,16.5399,10.3512,1.25305,-0.189247,-0.000563025,1.26726,0,6,1
15.0742,-0.298945,0,15.0772,12.943,0.5,0,12,10.904,12.943,1.28672,-0.245875,0.000267308,1.31,0,7,1
15.0735,-0.29803,0,15.0765,12.7925,0.5,0,12,12.6975,12.7925,1.28921,-0.247845,0.000252677,1.31282,0,8,1
15.092,-0.32266,0,15.0954,12.4445,0.5,0,12,-5.55175,12.4445,1.24437,-0.1732,-0.000644083,1.25636,0,9,1
15.0938,-0.324857,0,15.0973,12.9428,0.5,0,12,-6.89046,12.9428,1.24188,-0.159978,-0.000548748,1.25214,0,10,1
15.0703,-0.293103,0,15.0731,15.7713,0.5,0,12,-14.447,15.7713,1.29866,-0.25643,8.40606e-05,1.32374,0,11,1
15.0693,-0.291787,0,15.0722,16.4382,0.5,0,12,-18.8165,16.4382,1.2968,-0.260443,7.991e-05,1.3227,0,12,1
15.0669,-0.288177,0,15.0696,16.3662,0.5,0,12,-17.6244,16.3662,1.29259,-0.272675,4.6252e-05,1.32104,0,13,1
15.096,-0.327586,0,15.0996,11.8354,0.5,0,12,-1.04262,11.8354,1.23988,-0.14128,-0.000486702,1.2479,0,14,1
15.0987,-0.330775,0,15.1023,10.1353,0.5,0,12,16.866,10.1353,1.22766,-0.119331,-0.00023728,1.23345,0,15,1
15.0645,-0.284531,0,15.0671,15.8577,0.5,0,12,2.52495,15.8577,1.29518,-0.279718,-4.44246e-05,1.32504,0,16,1
15.0636,-0.283251,0,15.0662,15.4158,0.5,0,12,6.82157,15.4158,1.29752,-0.282563,-4.7325e-05,1.32793,0,17,1
15.1002,-0.332512,0,15.1038,8.41835,0.5,0,12,26.733,8.41835,1.21993,-0.109685,-4.6477e-05,1.22485,0,18,1
15.1036,-0.336547,0,15.1073,7.57118,0.5,0,12,32.4847,7.57118,1.19164,-0.0895986,0.000658041,1.195,0,19,1
15.0606,-0.278325,0,15.0631,18.1703,0.5,0,12,-22.9715,18.1703,1.30371,-0.289278,9.74502e-06,1.33542,0,20,1
15.0596,-0.276819,0,15.0621,18.7134,0.5,0,12,-25.21,18.7134,1.30053,-0.293183,2.97938e-05,1.33317,0,21,1
15.0574,-0.273399,0,15.0599,17.6999,0.5,0,12,-15.6822,17.6999,1.2949,-0.302685,4.48324e-05,1.3298,0,22,1
15.1044,-0.337438,0,15.1081,7.35492,0.5,0,12,32.133,7.35492,1.18515,-0.0860554,0.000812542,1.18827,0,23,1
15.1085,-0.342213,0,15.1123,11.444,0.5,0,12,-0.75056,11.444,1.1613,-0.0681232,0.00134895,1.1633,0,24,1
15.0547,-0.268944,0,15.0571,18.0048,0.5,0,12,-1.9527,18.0048,1.30168,-0.307616,6.46661e-05,1.33754,0,25,1
15.0544,-0.268473,0,15.0568,17.9213,0.5,0,12,-2.19383,17.9213,1.30272,-0.308546,6.49414e-05,1.33876,0,26,1
15.1086,-0.342365,0,15.1125,11.5563,0.5,0,12,-1.75282,11.5563,1.1607,-0.0673875,0.00136922,1.16265,0,27,1
15.1129,-0.347291,0,15.1169,13.8798,0.5,0,12,-24.4728,13.8798,1.16663,-0.0454285,0.00167325,1.16752,0,28,1
15.0516,-0.263547,0,15.0539,19.3113,0.5,0,12,-26.6718,19.3113,1.29988,-0.316755,6.57262e-05,1.33792,0,29,1
15.0498,-0.260542,0,15.0521,19.4343,0.5,0,12,-15.5232,19.4343,1.29756,-0.322339,2.84134e-05,1.33699,0,30,1
15.0486,-0.258621,0,15.0508,18.5663,0.5,0,12,-7.2072,18.5663,1.29836,-0.32616,-6.21187e-06,1.3387,0,31,1
15.1133,-0.347801,0,15.1173,13.5276,0.5,0,12,-22.8194,13.5276,1.16762,-0.043272,0.00169859,1.16842,0,32,1
15.046,-0.253695,0,15.0482,20.1102,0.5,0,12,-18.9302,20.1102,1.29953,-0.32979,-5.20976e-05,1.34072,0,33,1
15.0449,-0.251769,0,15.047,20.591,0.5,0,12,-18.6651,20.591,1.29673,-0.332776,-4.32879e-05,1.33875,0,34,1
15.0432,-0.248768,0,15.0453,19.5204,0.5,0,12,-11.5658,19.5204,1.29461,-0.337988,-3.05325e-05,1.33801,0,35,1
15.1173,-0.352217,0,15.1214,8.41994,0.5,0,12,4.40429,8.41994,1.1765,-0.0406369,0.00195375,1.17721,0,36,1
15.1182,-0.353232,0,15.1224,6.82628,0.5,0,12,8.63682,6.70384,1.17458,-0.0405566,0.00194901,1.17529,0,37,1
15.0407,-0.243842,0,15.0427,20.7276,0.5,0,12,-16.9769,20.7276,1.29482,-0.341326,-3.16661e-05,1.33905,0,38,1
15.04,-0.242563,0,15.042,21.0908,0.5,0,12,-17.5455,21.0908,1.29308,-0.342848,-2.21253e-05,1.33776,0,39,1
15.0381,-0.238916,0,15.04,19.9974,0.5,0,12,-13.5105,19.9974,1.29008,-0.347875,1.32732e-06,1.33616,0,40,1
15.1219,-0.357143,0,15.1261,3.07699,0.5,0,12,12.7121,2.7359,1.16814,-0.0593596,0.00166822,1.16965,0,41,1
15.1231,-0.358457,0,15.1274,2.79635,0.5,0,12,10.6663,2.18722,1.16062,-0.0619446,0.00163439,1.16227,0,42,1
15.0407,0.243842,0,15.0427,20.6598,0.5,0,12,-17.4029,-20.6598,1.29525,0.341386,-0.000128464,1.33948,0,43,1
15.04,0.242579,0,15.042,21.0527,0.5,0,12,-18.1755,-21.0527,1.29342,0.342939,-0.000123149,1.33811,0,44,1
15.0432,0.248768,0,15.0453,19.3562,0.5,0,12,-10.1464,-19.3562,1.29467,0.337935,5.52403e-05,1.33805,0,45,1
15.0449,0.251779,0,15.047,20.4264,0.5,0,12,-16.8584,-20.4264,1.29651,0.332833,7.78606e-05,1.33855,0,46,1
15.0381,0.238916,0,15.04,20.0338,0.5,0,12,-14.3704,-20.0338,1.29026,0.348226,-9.33559e-05,1.33642,0,47,1
15.0358,-0.23399,0,15.0376,21.0025,0.5,0,12,-13.7351,21.0025,1.28786,-0.351307,3.14996e-05,1.33491,0,48,1
15.0351,-0.232807,0,15.0369,21.3518,0.5,0,12,-13.9945,21.3518,1.28662,-0.352251,3.15556e-05,1.33397,0,49,1
15.0333,-0.229064,0,15.0351,20.2695,0.5,0,12,-11.6038,20.2695,1.28441,-0.356002,2.80652e-05,1.33283,0,50,1
15.0357,0.23399,0,15.0376,21.0926,0.5,0,12,-14.9272,-21.0926,1.28746,0.351727,-3.52428e-05,1.33464,0,51,1
15.0351,0.232832,0,15.0369,21.4135,0.5,0,12,-15.0398,-21.4135,1.28612,0.35263,-3.28489e-05,1.33358,0,52,1
15.0333,0.229064,0,15.0351,20.2598,0.5,0,12,-11.7132,-20.2598,1.28349,0.356256,-3.97759e-05,1.33201,0,53,1
15.1266,-0.362069,0,15.1309,4.18622,0.5,0,12,4.36274,3.73317,1.14714,-0.0616707,0.00158817,1.14879,0,54,1
15.128,-0.363488,0,15.1324,4.60851,0.5,0,12,6.37396,4.60851,1.14183,-0.0549559,0.00173133,1.14316,0,55,1
15.046,0.253695,0,15.0482,19.9691,0.5,0,12,-17.0483,-19.9691,1.29905,0.329966,6.92678e-05,1.3403,0,56,1
15.0486,0.258621,0,15.0508,18.5568,0.5,0,12,-6.85745,-18.5568,1.29755,0.326663,7.18723e-05,1.33804,0,57,1
15.0311,-0.224138,0,15.0328,20.8573,0.5,0,12,-12.5029,20.8573,1.27931,-0.359072,7.77077e-06,1.32875,0,58,1
15.0302,-0.222414,0,15.0319,21.2953,0.5,0,12,-13.4195,21.2953,1.27815,-0.359878,-2.44207e-06,1.32785,0,59,1
15.0288,-0.219212,0,15.0304,20.3082,0.5,0,12,-14.0796,20.3082,1.27751,-0.361857,-1.57455e-05,1.32777,0,60,1
15.0311,0.224138,0,15.0327,20.7004,0.5,0,12,-10.7468,-20.7004,1.27854,0.358975,-3.12319e-05,1.32798,0,61,1
15.0302,0.222446,0,15.0319,21.094,0.5,0,12,-11.5502,-21.094,1.27765,0.359615,-2.308e-05,1.3273,0,62,1
15.0287,0.219212,0,15.0303,20.0682,0.5,0,12,-12.2574,-20.0682,1.27748,0.361356,5.5921e-07,1.3276,0,63,1
15.1315,-0.366995,0,15.1359,4.34638,0.5,0,12,15.0969,4.34638,1.12763,-0.0276473,0.0021055,1.12797,0,64,1
15.1329,-0.368418,0,15.1374,4.22907,0.5,0,12,15.0777,4.22907,1.12035,-0.0186171,0.00216346,1.12051,0,65,1
15.0498,0.260548,0,15.0521,19.4885,0.5,0,12,-16.0371,-19.4885,1.29688,0.322916,8.55509e-05,1.33648,0,66,1
15.0267,-0.214286,0,15.0283,20.4263,0.5,0,12,-12.9004,20.4263,1.26988,-0.363159,-1.55662e-05,1.32079,0,67,1
