Points_0,Points_1,Points_2,Points_Magnitude,f,Point ID
5.38914,-0.333518,0,5.39945,0.5,0
5.39062,-0.336677,0,5.40113,0.5,1
5.38895,-0.332031,0,5.39917,0.5,2
5.38632,-0.3168,0,5.39563,0.5,3
5.38583,-0.3125,0,5.39489,0.5,4
5.42864,-0.411203,0,5.44419,0.5,5
5.42969,-0.411434,0,5.44525,0.5,6
5.42813,-0.410156,0,5.4436,0.5,7
5.41846,-0.40185,0,5.43334,0.5,8
5.41242,-0.390625,0,5.4265,0.5,9
5.44694,-0.431964,0,5.46404,0.5,10
5.44922,-0.433358,0,5.46642,0.5,11
5.44635,-0.429688,0,5.46328,0.5,12
5.46546,-0.452507,0,5.48416,0.5,13
5.46875,-0.453523,0,5.48752,0.5,14
5.46371,-0.449219,0,5.48215,0.5,15
5.4568,-0.441638,0,5.47464,0.5,16
5.43961,-0.419762,0,5.45578,0.5,17
5.40485,-0.376401,0,5.41794,0.5,18
5.41016,-0.385993,0,5.42391,0.5,19
5.40336,-0.371094,0,5.41609,0.5,20
5.39981,-0.361904,0,5.41193,0.5,21
5.39578,-0.351562,0,5.40722,0.5,22
5.41206,-0.38872,0,5.426,0.5,23
5.39484,-0.347346,0,5.40601,0.5,24
5.47925,-0.45825,0,5.49838,0.5,25
5.48828,-0.46076,0,5.50759,0.5,26
5.49691,-0.460121,0,5.51613,0.5,27
5.50781,-0.459314,0,5.52693,0.5,28
5.52085,-0.455712,0,5.53963,0.5,29
5.52734,-0.453924,0,5.54595,0.5,30
5.54319,-0.449219,0,5.56137,0.5,31
5.54688,-0.448037,0,5.56494,0.5,32
5.54949,-0.446605,0,5.56743,0.5,33
5.56641,-0.440065,0,5.58377,0.5,34
5.58284,-0.429688,0,5.59935,0.5,35
5.58309,-0.429688,0,5.5996,0.5,36
5.58594,-0.427195,0,5.60225,0.5,37
5.58843,-0.427195,0,5.60473,0.5,38
5.625,-0.416941,0,5.64043,0.5,39
5.385,-0.298596,0,5.39327,0.5,40
5.38149,-0.292969,0,5.38946,0.5,41
5.37736,-0.286703,0,5.385,0.5,42
5.374,-0.273438,0,5.38096,0.5,43
5.37049,-0.254512,0,5.37652,0.5,44
5.37109,-0.257795,0,5.37728,0.5,45
5.37042,-0.253906,0,5.37642,0.5,46
5.36847,-0.236998,0,5.3737,0.5,47
5.36871,-0.234375,0,5.37383,0.5,48
5.37341,-0.271126,0,5.38024,0.5,49
5.3677,-0.218236,0,5.37214,0.5,50
5.3659,-0.214844,0,5.37019,0.5,51
5.36497,-0.201434,0,5.36875,0.5,52
5.36701,-0.195312,0,5.37056,0.5,53
5.36642,-0.180452,0,5.36946,0.5,54
5.36214,-0.175781,0,5.36502,0.5,55
5.36142,-0.165922,0,5.36399,0.5,56
5.36588,-0.15625,0,5.36815,0.5,57
5.36537,-0.14244,0,5.36726,0.5,58
5.35728,-0.136719,0,5.35902,0.5,59
5.35681,-0.131467,0,5.35843,0.5,60
5.36489,-0.117188,0,5.36617,0.5,61
5.36442,-0.104333,0,5.36543,0.5,62
5.35156,-0.0983851,0,5.35247,0.5,63
5.36393,-0.078125,0,5.3645,0.5,64
5.35156,-0.0969274,0,5.35244,0.5,65
5.36342,-0.0662658,0,5.36383,0.5,66
5.35156,-0.0630295,0,5.35193,0.5,67
5.3629,-0.0390625,0,5.36304,0.5,68
5.35156,-0.054158,0,5.35184,0.5,69
5.36237,-0.0282501,0,5.36245,0.5,70
5.35156,-0.026952,0,5.35163,0.5,71
5.36212,0,0,5.36212,0.5,72
5.35156,-0.0121105,0,5.35158,0.5,73
5.6402,-0.43402,0,5.65687,0.5,74
5.64453,-0.433819,0,5.66118,0.5,75
5.63859,-0.429688,0,5.65494,0.5,76
5.65924,-0.43451,0,5.6759,0.5,77
5.66406,-0.434736,0,5.68072,0.5,78
5.63137,-0.423314,0,5.64726,0.5,79
5.625,-0.423314,0,5.64091,0.5,80
5.67711,-0.436176,0,5.69384,0.5,81
5.68359,-0.436892,0,5.70036,0.5,82
5.69418,-0.438636,0,5.71105,0.5,83
5.70312,-0.44011,0,5.72008,0.5,84
5.71082,-0.441528,0,5.72786,0.5,85
5.72266,-0.44371,0,5.73983,0.5,86
5.72737,-0.444508,0,5.74459,0.5,87
5.74219,-0.44707,0,5.75956,0.5,88
5.76148,-0.449461,0,5.77898,0.5,89
5.76172,-0.449468,0,5.77922,0.5,90
5.75971,-0.449219,0,5.77721,0.5,91
5.74415,-0.447258,0,5.76153,0.5,92
5.78057,-0.4499,0,5.79805,0.5,93
5.78125,-0.449905,0,5.79873,0.5,94
5.79095,-0.449219,0,5.80834,0.5,95
5.80078,-0.448483,0,5.81809,0.5,96
5.80176,-0.448238,0,5.81905,0.5,97
5.82031,-0.445394,0,5.83733,0.5,98
5.82631,-0.44322,0,5.84315,0.5,99
5.83984,-0.440226,0,5.85641,0.5,100
5.85466,-0.434404,0,5.87075,0.5,101
5.85938,-0.433251,0,5.87537,0.5,102
5.87083,-0.429688,0,5.88653,0.5,103
5.87815,-0.429688,0,5.89383,0.5,104
5.89844,-0.425864,0,5.91379,0.5,105
5.92854,-0.438646,0,5.94475,0.5,106
5.9375,-0.439529,0,5.95375,0.5,107
5.91885,-0.429688,0,5.93443,0.5,108
5.90226,-0.425864,0,5.9176,0.5,109
5.90627,-0.429688,0,5.92188,0.5,110
5.94512,-0.441598,0,5.9615,0.5,111
5.95703,-0.442682,0,5.97346,0.5,112
5.96376,-0.442491,0,5.98015,0.5,113
5.97656,-0.44337,0,5.99299,0.5,114
5.98371,-0.442076,0,6.00001,0.5,115
5.99609,-0.442216,0,6.01238,0.5,116
6.00428,-0.441037,0,6.02045,0.5,117
6.01562,-0.440155,0,6.03171,0.5,118
6.02823,-0.436617,0,6.04402,0.5,119
6.03516,-0.435485,0,6.05085,0.5,120
6.05114,-0.429688,0,6.06637,0.5,121
6.05095,-0.429688,0,6.06619,0.5,122
6.05469,-0.428231,0,6.06981,0.5,123
6.05614,-0.428231,0,6.07127,0.5,124
6.09375,-0.419797,0,6.10819,0.5,125
6.10364,-0.419797,0,6.11806,0.5,126
6.13281,-0.419039,0,6.14711,0.5,127
6.1673,-0.434262,0,6.18257,0.5,128
6.17188,-0.434555,0,6.18715,0.5,129
6.16413,-0.429688,0,6.17909,0.5,130
6.14346,-0.419039,0,6.15774,0.5,131
6.15831,-0.429688,0,6.17328,0.5,132
6.18301,-0.438088,0,6.19851,0.5,133
6.19141,-0.43854,0,6.20692,0.5,134
6.20361,-0.437018,0,6.21898,0.5,135
6.21094,-0.437397,0,6.22632,0.5,136
6.22906,-0.431093,0,6.24396,0.5,137
6.23047,-0.431156,0,6.24537,0.5,138
6.24858,-0.431105,0,6.26344,0.5,139
6.25,-0.431103,0,6.26485,0.5,140
6.26622,-0.429688,0,6.28094,0.5,141
6.26181,-0.429688,0,6.27654,0.5,142
6.28906,-0.42657,0,6.30351,0.5,143
6.29218,-0.42657,0,6.30662,0.5,144
6.32812,-0.420704,0,6.34209,0.5,145
6.33711,-0.420704,0,6.35106,0.5,146
6.36719,-0.416394,0,6.38079,0.5,147
6.38048,-0.416394,0,6.39405,0.5,148
6.40625,-0.413777,0,6.4196,0.5,149
6.42216,-0.413777,0,6.43548,0.5,150
6.44531,-0.412428,0,6.45849,0.5,151
6.46257,-0.412428,0,6.47572,0.5,152
6.48438,-0.411976,0,6.49745,0.5,153
6.50209,-0.411976,0,6.51513,0.5,154
6.52344,-0.412147,0,6.53644,0.5,155
6.54098,-0.412147,0,6.55395,0.5,156
6.5625,-0.41256,0,6.57546,0.5,157
6.57963,-0.41256,0,6.59255,0.5,158
6.60156,-0.412529,0,6.61444,0.5,159
6.61872,-0.412529,0,6.63156,0.5,160
6.64062,-0.423006,0,6.65408,0.5,161
6.65848,-0.431362,0,6.67244,0.5,162
6.66016,-0.431344,0,6.67411,0.5,163
6.65447,-0.429688,0,6.66832,0.5,164
6.67836,-0.43102,0,6.69225,0.5,165
6.67969,-0.430996,0,6.69358,0.5,166
6.64397,-0.426347,0,6.65763,0.5,167
6.64062,-0.426347,0,6.6543,0.5,168
6.69837,-0.430537,0,6.71219,0.5,169
6.69922,-0.430516,0,6.71304,0.5,170
6.71845,-0.429992,0,6.73219,0.5,171
6.71875,-0.429984,0,6.73249,0.5,172
6.73039,-0.429688,0,6.74409,0.5,173
6.73828,-0.429486,0,6.75195,0.5,174
6.73849,-0.429482,0,6.75216,0.5,175
6.75781,-0.429065,0,6.77142,0.5,176
6.79287,-0.433697,0,6.8067,0.5,177
6.79688,-0.433697,0,6.8107,0.5,178
6.78029,-0.429688,0,6.79389,0.5,179
6.75844,-0.429056,0,6.77205,0.5,180
6.77734,-0.428791,0,6.79089,0.5,181
6.77825,-0.428781,0,6.7918,0.5,182
6.79688,-0.437707,0,6.81095,0.5,183
6.80489,-0.429688,0,6.81845,0.5,184
6.8254,-0.429688,0,6.83892,0.5,185
6.83594,-0.419424,0,6.84879,0.5,186
6.84635,-0.419274,0,6.85918,0.5,187
6.84709,-0.429688,0,6.86056,0.5,188
6.86385,-0.429688,0,6.87728,0.5,189
6.875,-0.419101,0,6.88776,0.5,190
6.8858,-0.418889,0,6.89853,0.5,191
6.88708,-0.429688,0,6.90047,0.5,192
6.90199,-0.429688,0,6.91535,0.5,193
6.91406,-0.418624,0,6.92672,0.5,194
6.92545,-0.418304,0,6.93807,0.5,195
6.92771,-0.429688,0,6.94102,0.5,196
6.93948,-0.429688,0,6.95277,0.5,197
6.95312,-0.417924,0,6.96567,0.5,198
6.96534,-0.417476,0,6.97784,0.5,199
6.96942,-0.429688,0,6.98265,0.5,200
6.9759,-0.429688,0,6.98912,0.5,201
6.99219,-0.41695,0,7.00461,0.5,202
7.00553,-0.416346,0,7.01789,0.5,203
7.01172,-0.427062,0,7.02471,0.5,204
7.01474,-0.426667,0,7.0277,0.5,205
7.03125,-0.415675,0,7.04353,0.5,206
7.04599,-0.414951,0,7.05819,0.5,207
7.05078,-0.419576,0,7.06325,0.5,208
7.06196,-0.418507,0,7.07435,0.5,209
7.07031,-0.414197,0,7.08243,0.5,210
7.08657,-0.41343,0,7.09862,0.5,211
7.08984,-0.415081,0,7.10198,0.5,212
7.10552,-0.414014,0,7.11757,0.5,213
7.10938,-0.412659,0,7.12134,0.5,214
7.12717,-0.411892,0,7.13906,0.5,215
7.12891,-0.412268,0,7.14082,0.5,216
7.14724,-0.411357,0,7.15906,0.5,217
7.14844,-0.411134,0,7.16025,0.5,218
7.16773,-0.410391,0,7.17947,0.5,219
7.16797,-0.410399,0,7.17971,0.5,220
7.17436,-0.410156,0,7.18607,0.5,221
7.1875,-0.409655,0,7.19916,0.5,222
7.18804,-0.409617,0,7.1997,0.5,223
7.20703,-0.408914,0,7.21862,0.5,224
7.20837,-0.40882,0,7.21995,0.5,225
7.22656,-0.408152,0,7.23808,0.5,226
7.22872,-0.408,0,7.24022,0.5,227
7.24609,-0.407364,0,7.25754,0.5,228
7.2491,-0.407153,0,7.26052,0.5,229
7.26562,-0.406552,0,7.27699,0.5,230
7.2695,-0.406281,0,7.28084,0.5,231
7.28516,-0.405713,0,7.29644,0.5,232
7.28994,-0.405374,0,7.3012,0.5,233
7.30469,-0.404832,0,7.3159,0.5,234
7.31043,-0.404409,0,7.32161,0.5,235
7.32422,-0.403884,0,7.33535,0.5,236
7.33101,-0.40336,0,7.3421,0.5,237
7.34375,-0.402851,0,7.35479,0.5,238
7.35169,-0.402215,0,7.36269,0.5,239
7.36328,-0.401731,0,7.37423,0.5,240
7.37246,-0.400982,0,7.38335,0.5,241
7.38281,-0.400542,0,7.39367,0.5,242
7.39329,-0.399681,0,7.40408,0.5,243
7.40234,-0.399294,0,7.41311,0.5,244
7.4142,-0.398297,0,7.42489,0.5,245
7.42188,-0.397961,0,7.43254,0.5,246
7.43527,-0.396758,0,7.44585,0.5,247
7.44141,-0.39647,0,7.45196,0.5,248
7.45662,-0.394941,0,7.46707,0.5,249
7.46094,-0.394712,0,7.47137,0.5,250
7.47841,-0.392683,0,7.48871,0.5,251
7.48047,-0.392556,0,7.49076,0.5,252
7.49929,-0.391335,0,7.50949,0.5,253
