Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
13.2041,-0.257576,0,13.2066,2.52053,0.5,0,10,-0.047736,2.52053,1.44905,-0.21841,-0.00130558,1.46542,0,0,1
13.2207,-0.280766,0,13.2237,1.63836,0.5,0,10,1.41715,1.63258,1.43014,-0.173892,0.00585281,1.44068,0,1,1
13.1912,-0.236529,0,13.1934,3.42947,0.5,0,10,-0.810132,3.42947,1.44668,-0.248783,-0.00379767,1.46792,0,2,1
13.2262,-0.287879,0,13.2293,1.36163,0.5,0,10,2.02854,1.35547,1.42728,-0.159996,0.0090496,1.43625,0,3,1
13.1855,-0.227273,0,13.1875,3.65786,0.5,0,10,-1.02878,3.65786,1.44924,-0.261895,-0.00440196,1.47272,0,4,1
13.2502,-0.316962,0,13.254,0.90608,0.5,0,10,5.06575,0.371637,1.38666,-0.105847,0.0489707,1.39156,0,5,1
13.2513,-0.318182,0,13.2551,0.870062,0.5,0,10,5.19902,0.322171,1.38508,-0.103109,0.0508229,1.38984,0,6,1
13.2797,-0.348116,0,13.2843,0.570264,0.5,0,10,-4.25236,0.212487,1.33115,-0.0531378,0.0658208,1.33384,0,7,1
13.1726,-0.19697,0,13.1741,4.14623,0.5,0,10,-0.155746,4.14623,1.42654,-0.27763,-0.00454257,1.45332,0,8,1
13.1618,-0.168577,0,13.1628,4.16256,0.5,0,10,1.89957,4.16256,1.40035,-0.276968,-0.00380464,1.42748,0,9,1
13.1626,0.136364,0,13.1633,3.27795,0.5,0,10,3.09119,-3.27795,1.36342,0.229716,-0.00620488,1.38265,0,10,1
13.1618,0.133337,0,13.1624,3.22344,0.5,0,10,3.15177,-3.22344,1.36196,0.226534,-0.00594633,1.38068,0,11,1
13.1723,0.166667,0,13.1733,3.52531,0.5,0,10,1.89262,-3.52531,1.37636,0.246653,-0.00985543,1.39832,0,12,1
13.1823,0.19697,0,13.1838,3.54171,0.5,0,10,0.81545,-3.54171,1.38852,0.245588,-0.0148717,1.41015,0,13,1
13.1555,0.106061,0,13.1559,2.62839,0.5,0,10,3.45765,-2.62839,1.35126,0.188188,-0.00441933,1.36431,0,14,1
13.1912,0.215907,0,13.193,3.41833,0.5,0,10,0.846339,-3.41833,1.38284,0.228411,-0.0180374,1.40169,0,15,1
13.2801,-0.348485,0,13.2846,0.569339,0.5,0,10,-4.37756,0.206629,1.33024,-0.0523866,0.0654242,1.33288,0,16,1
13.3092,-0.374653,0,13.3144,1.10823,0.5,0,10,-2.15673,-0.388966,1.25655,0.00276139,-0.0462481,1.2574,0,17,1
13.1969,0.227273,0,13.1989,3.20485,0.5,0,10,0.829724,-3.20485,1.38399,0.211409,-0.0208073,1.4002,0,18,1
13.2122,0.257576,0,13.2147,2.50407,0.5,0,10,2.70321,-2.50407,1.35824,0.149464,-0.0245326,1.36666,0,19,1
13.1463,-0.0757576,0,13.1465,1.61481,0.5,0,10,3.42218,1.61481,1.33651,-0.139088,-0.0014469,1.34373,0,20,1
13.1492,-0.106061,0,13.1496,2.44678,0.5,0,10,3.36525,2.44678,1.35035,-0.1931,-0.0018309,1.36408,0,21,1
13.1448,-0.0454545,0,13.1448,0.843714,0.5,0,10,3.35908,0.843714,1.32759,-0.0841169,-0.00166172,1.33026,0,22,1
13.1442,-0.0151515,0,13.1442,0.33866,0.5,0,10,3.46803,0.119101,1.32349,-0.0313778,-0.000755561,1.32386,0,23,1
13.1536,-0.136364,0,13.1543,3.32291,0.5,0,10,2.98461,3.32291,1.37222,-0.240943,-0.00277261,1.39321,0,24,1
13.1443,0.0151515,0,13.1444,0.554717,0.5,0,10,3.71111,-0.54917,1.32251,0.0242054,0.00134797,1.32273,0,25,1
13.161,-0.166667,0,13.162,4.13272,0.5,0,10,2.00573,4.13272,1.39936,-0.276057,-0.00379406,1.42633,0,26,1
13.147,0.0454545,0,13.1471,1.20361,0.5,0,10,3.76986,-1.20361,1.32789,0.0837563,2.72581e-05,1.33053,0,27,1
13.151,0.0757576,0,13.1513,1.91227,0.5,0,10,3.64108,-1.91227,1.33828,0.138231,-0.00287184,1.3454,0,28,1
13.3139,-0.378788,0,13.3193,0.98916,0.5,0,10,0.534309,-0.405341,1.23978,0.0171364,-0.0583687,1.24127,0,29,1
13.3387,-0.398112,0,13.3446,2.67111,0.5,0,10,24.0896,-2.2142,1.12042,0.101184,-0.0632247,1.12675,0,30,1
13.2207,0.270867,0,13.2235,2.35147,0.5,0,10,4.03025,-2.35147,1.33531,0.110528,-0.0231246,1.34008,0,31,1
13.3525,-0.409091,0,13.3588,5.3943,0.5,0,10,23.36,-5.36855,1.05696,0.171045,-0.0446971,1.07165,0,32,1
13.3681,-0.421101,0,13.3748,9.81472,0.5,0,10,18.3939,-9.80638,0.878904,0.229713,-0.0153762,0.908558,0,33,1
13.2317,0.287879,0,13.2349,1.6801,0.5,0,10,5.46263,-1.66346,1.3091,0.0571521,-0.0247028,1.31058,0,34,1
13.2502,0.313943,0,13.2539,0.822866,0.5,0,10,2.4862,-0.766803,1.25032,-0.0235471,-0.0391284,1.25116,0,35,1
13.4061,-0.439394,0,13.4133,21.4088,0.5,0,10,-65.4246,-21.4088,0.504931,0.106376,-0.00631319,0.516053,0,36,1
13.4271,-0.443507,0,13.4344,20.772,0.5,0.00237296,10,-77.5241,-20.7704,0.40681,-0.0326251,-0.0083912,0.408202,0,37,1
