Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.225701,0.973733,0.03006,1,13.4094,-0.442818,0,13.4167,0.5,0,10,-81.8232,-22.6367,0.463093,0.0754152,-0.019684,0.469606,0,0,1
0.281274,0.959413,0.0202916,1,13.4022,-0.44,0,13.4095,0.5,0,10,-66.7295,-21.585,0.515214,0.136871,-0.0127554,0.533238,0,1,1
-0.014673,0.99948,0.0287173,1,13.429,-0.44466,0,13.4364,0.5,0,10,-75.6348,-21.3698,0.42521,-0.0550783,-0.0301845,0.429823,0,2,1
-0.166548,0.986018,0.00543698,1,13.4486,-0.442505,0,13.4559,0.5,0,10,-35.0468,-17.2012,0.463656,-0.158639,-0.0346359,0.491267,0,3,1
-0.202244,0.979325,-0.00436837,1,13.4595,-0.44,0,13.4666,0.5,0,10,-17.8694,-15.0129,0.50918,-0.154538,-0.034996,0.533264,0,4,1
0.593165,0.786555,0.171717,1,13.3702,-0.429818,0,13.3771,0.5,0,10,17.1958,-13.4935,0.739679,0.292533,0.0103538,0.795492,0,5,1
0.663215,0.746746,0.0501544,1,13.3612,-0.42,0,13.3678,0.5,0,10,25.9141,-8.8054,0.91039,0.231898,-0.0207481,0.93969,0,6,1
0.350339,0.936304,0.0244579,1,13.3898,-0.435781,0,13.3969,0.5,0,10,-35.8857,-18.8518,0.614213,0.241501,-0.000610814,0.659986,0,7,1
-0.233324,0.972377,-0.0065798,1,13.4682,-0.43813,0,13.4753,0.5,0,10,-2.62115,-12.9887,0.54687,-0.148694,-0.033728,0.567727,0,8,1
-0.271039,0.962517,-0.00991518,1,13.4878,-0.433519,0,13.4948,0.5,0,10,10.2115,-9.98535,0.628731,-0.132893,-0.0296655,0.643307,0,9,1
-0.293498,0.955888,-0.011726,1,13.5074,-0.428478,0,13.5142,0.5,0,10,8.22735,-8.01964,0.703272,-0.117661,-0.0254828,0.713501,0,10,1
-0.268868,0.96312,-0.0104325,1,13.527,-0.423453,0,13.5336,0.5,0,10,6.605,-6.25994,0.765426,-0.101039,-0.0216173,0.772368,0,11,1
-0.229437,0.973283,-0.00888136,1,13.5423,-0.42,0,13.5488,0.5,0,10,5.34019,-5.00391,0.802775,-0.0877558,-0.0190764,0.807782,0,12,1
0.140436,0.99009,0.000337236,1,13.7425,-0.420127,0,13.7489,0.5,0,10,1.83025,-5.82342,0.736327,0.0742578,-0.0047543,0.740077,0,13,1
0.140276,0.990112,0.000301791,1,13.7416,-0.42,0,13.748,0.5,0,10,1.88548,-5.75957,0.738135,0.0740849,-0.00466045,0.741858,0,14,1
0.118205,0.992989,0.00113709,1,13.7621,-0.422523,0,13.7686,0.5,0,10,-0.88432,-7.25749,0.703987,0.0629404,-0.00983591,0.706863,0,15,1
0.0829257,0.996555,0.00141607,1,13.7817,-0.424216,0,13.7882,0.5,0,10,-3.08836,-8.2332,0.681975,0.0430293,-0.0159081,0.683516,0,16,1
0.030021,0.999548,0.00122078,1,13.8013,-0.425311,0,13.8078,0.5,0,10,-4.50479,-8.84325,0.669711,0.0181574,-0.0224581,0.670333,0,17,1
-0.0253361,0.999679,0.000147983,1,13.8209,-0.425211,0,13.8274,0.5,0,10,-2.85345,-8.68015,0.677638,-0.00680895,-0.0275832,0.678233,0,18,1
-0.0571045,0.998368,-0.00100265,1,13.8405,-0.424471,0,13.847,0.5,0,10,-0.634635,-8.16147,0.695537,-0.024673,-0.0307166,0.696652,0,19,1
-0.078708,0.996896,-0.00208136,1,13.8601,-0.423301,0,13.8665,0.5,0,10,1.70155,-7.41133,0.719412,-0.0369225,-0.0323183,0.721084,0,20,1
-0.0834089,0.996512,-0.00255181,1,13.8797,-0.421793,0,13.8861,0.5,0,10,2.6739,-6.58499,0.746732,-0.037982,-0.0315977,0.748364,0,21,1
-0.074406,0.997225,-0.00249674,1,13.8993,-0.42039,0,13.9056,0.5,0,10,2.93087,-5.87896,0.77085,-0.0338984,-0.0298187,0.772171,0,22,1
-0.0687958,0.997628,-0.00236773,1,13.9053,-0.42,0,13.9116,0.5,0,10,2.87846,-5.69586,0.777387,-0.0315367,-0.0290443,0.778569,0,23,1
0.0908669,0.995845,0.00605001,1,14.0364,-0.421229,0,14.0427,0.5,0,10,2.39912,-6.06376,0.783063,0.0435398,-0.0081601,0.784315,0,24,1
0.0732122,0.997305,0.00469558,1,14.0196,-0.42,0,14.0259,0.5,0,10,2.56063,-5.5438,0.796952,0.0356698,-0.00997581,0.797812,0,25,1
