Points_0,Points_1,Points_2,Points_Magnitude,f,Point ID
2.04074,-0.312779,0,2.06457,0.5,0
2.04102,-0.312783,0,2.06484,0.5,1
2.04073,-0.3125,0,2.06452,0.5,2
2.04984,-0.323208,0,2.07516,0.5,3
2.05078,-0.323851,0,2.07619,0.5,4
2.04914,-0.322266,0,2.07433,0.5,5
2.04439,-0.318895,0,2.06911,0.5,6
2.0459,-0.319799,0,2.07074,0.5,7
2.04102,-0.317385,0,2.06555,0.5,8
2.04755,-0.320615,0,2.0725,0.5,9
2.06012,-0.33246,0,2.08677,0.5,10
2.06055,-0.332712,0,2.08724,0.5,11
2.05979,-0.332031,0,2.08638,0.5,12
2.0703,-0.341808,0,2.09833,0.5,13
2.07031,-0.341808,0,2.09834,0.5,14
2.0703,-0.341797,0,2.09833,0.5,15
2.06454,-0.337806,0,2.09199,0.5,16
2.06543,-0.338955,0,2.09306,0.5,17
2.06406,-0.336914,0,2.09138,0.5,18
2.06265,-0.334807,0,2.08965,0.5,19
2.067,-0.340231,0,2.09481,0.5,20
2.07029,-0.341797,0,2.09832,0.5,21
2.05431,-0.328502,0,2.08041,0.5,22
2.05566,-0.329241,0,2.08186,0.5,23
2.05347,-0.327148,0,2.07936,0.5,24
2.05251,-0.325416,0,2.07815,0.5,25
2.05754,-0.330155,0,2.08386,0.5,26
2.08748,-0.353927,0,2.11727,0.5,27
2.08984,-0.354252,0,2.11966,0.5,28
2.08715,-0.351562,0,2.11656,0.5,29
2.10931,-0.37116,0,2.14171,0.5,30
2.10938,-0.37116,0,2.14178,0.5,31
2.10931,-0.371094,0,2.1417,0.5,32
2.09441,-0.361643,0,2.1254,0.5,33
2.09473,-0.361725,0,2.12573,0.5,34
2.0943,-0.361328,0,2.12524,0.5,35
2.09746,-0.363473,0,2.12873,0.5,36
2.09961,-0.365002,0,2.1311,0.5,37
2.0921,-0.359076,0,2.12269,0.5,38
2.08984,-0.358833,0,2.12043,0.5,39
2.10287,-0.367829,0,2.1348,0.5,40
