Points_0,Points_1,Points_2,Points_Magnitude,f,Point ID
2.03072,-0.313034,0,2.0547,0.5,0
2.03125,-0.313037,0,2.05523,0.5,1
2.03071,-0.3125,0,2.05462,0.5,2
2.04646,-0.336355,0,2.07391,0.5,3
2.05078,-0.338196,0,2.07848,0.5,4
2.03826,-0.332031,0,2.06513,0.5,5
2.03449,-0.328786,0,2.06089,0.5,6
2.03125,-0.314072,0,2.05539,0.5,7
2.05974,-0.342607,0,2.08804,0.5,8
2.07031,-0.347762,0,2.09932,0.5,9
2.08197,-0.35944,0,2.11277,0.5,10
2.08984,-0.366747,0,2.12178,0.5,11
2.07535,-0.351562,0,2.10491,0.5,12
2.10535,-0.375121,0,2.13851,0.5,13
2.10938,-0.386481,0,2.14449,0.5,14
2.09789,-0.371094,0,2.13046,0.5,15
2.09233,-0.368605,0,2.12455,0.5,16
2.07609,-0.345789,0,2.10469,0.5,17
2.07619,-0.351562,0,2.10574,0.5,18
2.07031,-0.345789,0,2.09899,0.5,19
2.14382,-0.395246,0,2.17995,0.5,20
2.14844,-0.39854,0,2.18509,0.5,21
2.14278,-0.390625,0,2.1781,0.5,22
2.16613,-0.411996,0,2.20496,0.5,23
2.16797,-0.412797,0,2.20692,0.5,24
2.16366,-0.410156,0,2.20219,0.5,25
2.15422,-0.404376,0,2.19184,0.5,26
2.17902,-0.418632,0,2.21887,0.5,27
2.1875,-0.416752,0,2.22684,0.5,28
2.11146,-0.388535,0,2.14691,0.5,29
2.11642,-0.390625,0,2.15216,0.5,30
2.10938,-0.388549,0,2.14486,0.5,31
1.95147,-0.196972,0,1.96138,0.5,32
1.95312,-0.197277,0,1.96306,0.5,33
1.95025,-0.195312,0,1.96001,0.5,34
1.93354,-0.175836,0,1.94152,0.5,35
1.93359,-0.175899,0,1.94158,0.5,36
1.93352,-0.175781,0,1.9415,0.5,37
1.92707,-0.162771,0,1.93393,0.5,38
1.92808,-0.15625,0,1.9344,0.5,39
1.94078,-0.188126,0,1.94988,0.5,40
1.99215,-0.273471,0,2.01084,0.5,41
1.99219,-0.273471,0,2.01087,0.5,42
1.99215,-0.273438,0,2.01083,0.5,43
1.96985,-0.237181,0,1.98408,0.5,44
1.97266,-0.24241,0,1.98749,0.5,45
1.95981,-0.234375,0,1.97377,0.5,46
1.98349,-0.262601,0,2.0008,0.5,47
1.99216,-0.273438,0,2.01083,0.5,48
1.97883,-0.253906,0,1.99505,0.5,49
