Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.371153,0.928571,-0.000944123,1,6.00153,-0.463707,0,6.01942,0.5,0,12,-1334.54,-75.7335,0,-0.0856464,0.136352,0.0024906,0.161038,0,0,1
0.346988,0.937867,-0.00208134,1,6.00067,-0.463235,0,6.01852,0.5,0,12.2353,-1321.89,-78.8799,0,-0.0597216,0.192627,0.00194197,0.201682,0,1,1
-0.119619,0.99282,-0.000783175,1,6.0052,-0.464175,0,6.02311,0.5,0,12,-1343.43,-74.6276,0,-0.0863265,0.0950342,0.00238166,0.128411,0,2,1
-0.199375,0.979916,-0.00379938,1,6.0081,-0.463235,0,6.02593,0.5,0,12.7919,-2351.36,-102.04,0,-0.190184,-0.015284,0.00558627,0.190879,0,3,1
0.331711,0.943378,-0.00246557,1,5.99054,-0.460469,0,6.00821,0.5,0,12.7524,32.8353,-41.5406,0,0.125045,0.403335,0.00355526,0.422289,0,4,1
0.463935,0.885862,-0.00341681,1,5.98754,-0.459559,0,6.00515,0.5,0,13,47.9046,-36.0876,0,0.254947,0.424471,0.00356892,0.495163,0,5,1
0.369479,0.929232,-0.00351679,1,5.9942,-0.461685,0,6.01196,0.5,0,13,-460.94,-63.0769,0,0.0398337,0.391508,0.001093,0.393531,0,6,1
0.225496,0.974234,-0.0043799,1,5.99787,-0.462187,0,6.01565,0.5,0,13,-1108.03,-80.7568,0,-0.00642414,0.374863,0.000253913,0.374918,0,7,1
-0.197468,0.9803,-0.00425988,1,6.00886,-0.46304,0,6.02668,0.5,0,12.9468,-2534.17,-106.867,0,-0.207851,-0.0443391,0.00620168,0.212618,0,8,1
-0.189275,0.981921,-0.00261186,1,6.01253,-0.462722,0,6.03031,0.5,0,12.8604,-2360.83,-102.996,0,-0.148175,-0.172308,0.00488482,0.22731,0,9,1
-0.21098,0.977489,-0.00168701,1,6.01619,-0.461917,0,6.0339,0.5,0,12.6414,-1589.39,-89.5289,0,-0.0300649,-0.27718,0.00370041,0.278831,0,10,1
-0.0783647,0.996924,-0.00130544,1,6.01986,-0.461555,0,6.03753,0.5,0,12.5429,-1068.02,-80.3211,0,0.0145818,-0.352237,0.00372471,0.352558,0,11,1
-0.253706,0.967281,-0.000353335,1,6.02352,-0.461611,0,6.04119,0.5,0,12.4419,-823.382,-72.122,0,0.0428884,-0.402528,0.00454011,0.404832,0,12,1
-0.480558,0.876963,-0.000189237,1,6.02719,-0.460356,0,6.04474,0.5,0,12.7831,-670.31,-71.6602,0,0.128096,-0.486362,0.00627596,0.502987,0,13,1
-0.504753,0.863264,-5.27083e-05,1,6.0289,-0.459559,0,6.04639,0.5,0,13,-429.382,-67.0845,0,0.195811,-0.512784,0.00699539,0.548943,0,14,1
0.619039,0.785347,-0.00454881,1,5.98321,-0.456201,0,6.00057,0.5,0,13,205.615,-23.0297,0,0.332135,0.460694,-0.0013311,0.567939,0,15,1
0.599524,0.800343,-0.0047191,1,5.9829,-0.455882,0,6.00024,0.5,0,13,220.882,-21.5941,0,0.339911,0.461393,-0.00151669,0.573084,0,16,1
0.507395,0.861707,-0.00347375,1,5.98687,-0.459146,0,6.00445,0.5,0,13,50.1097,-34.2439,0,0.269205,0.428689,0.0034774,0.506219,0,17,1
-0.477267,0.878758,0.000246032,1,6.03085,-0.458106,0,6.04823,0.5,0,13,83.1324,-53.5661,0,0.237854,-0.508653,0.00670008,0.561558,0,18,1
-0.607026,0.794682,0.000493199,1,6.03452,-0.457137,0,6.05181,0.5,0,13,229.473,-44.0349,0,0.263918,-0.474148,0.00613287,0.542684,0,19,1
-0.654568,0.756003,0.00036431,1,6.03588,-0.455882,0,6.05307,0.5,0,12.6278,160.287,-40.8295,0,0.303244,-0.462275,0.00509298,0.552884,0,20,1
0.372172,0.893375,-0.25173,1,6.27275,-0.457363,0,6.2894,0.5,0,12,-504.113,-45.3031,0,0.0525253,0.0954972,0.00230231,0.109013,0,21,1
0.468741,0.875849,-0.114757,1,6.27098,-0.455882,0,6.28753,0.5,0,12.4825,-613.396,-53.3212,0,0.0864923,0.151304,0.00220569,0.174295,0,22,1
-0.253281,0.935356,-0.246898,1,6.27642,-0.457363,0,6.29306,0.5,0,12,-531.7,-46.3077,0,0.0522578,0.0427802,0.00295507,0.0676,0,23,1
-0.315534,0.946762,-0.0638792,1,6.27923,-0.455882,0,6.29576,0.5,0,12.7675,-804.238,-60.8997,0,0.0348797,-0.0153647,0.00339532,0.0382648,0,24,1
