Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.416011,0.909359,0.000765897,1,4.23213,-0.466964,0,4.25782,0.5,0,12.9857,-474.312,-51.334,0,-0.0835733,0.271753,7.02609e-05,0.284313,0,0,1
0.419383,0.907809,0.000770618,1,4.232,-0.466912,0,4.25768,0.5,0,13,-467.03,-51.2412,0,-0.0787967,0.273992,4.09522e-05,0.285098,0,1,1
0.27988,0.960035,0.000578602,1,4.2358,-0.46795,0,4.26157,0.5,0,12.7175,-648.6,-54.1391,0,-0.172476,0.190762,0.000799958,0.257175,0,2,1
0.163002,0.986626,0.000381066,1,4.23947,-0.468423,0,4.26527,0.5,0,12.589,-609.624,-53.1344,0,-0.217299,0.116241,0.00057332,0.246437,0,3,1
0.0240075,0.999712,0.000218367,1,4.24313,-0.468656,0,4.26893,0.5,0,12.5257,-493.513,-51.5965,0,-0.237936,0.0652383,-0.000148229,0.246718,0,4,1
0.0444999,0.999009,0.000168927,1,4.2468,-0.468529,0,4.27256,0.5,0,12.5601,-487.87,-54.783,0,-0.235641,0.0220784,-0.000625559,0.236674,0,5,1
0.196596,0.980484,0.000387837,1,4.25046,-0.469088,0,4.27627,0.5,0,13,-496.966,-62.907,0,-0.207024,-0.0416416,-0.000191028,0.21117,0,6,1
-0.195749,0.980654,0.000750669,1,4.25413,-0.469199,0,4.27992,0.5,0,13,-409.658,-63.7618,0,-0.197669,-0.0713148,-0.000557173,0.21014,0,7,1
-0.120958,0.992657,0.000773484,1,4.25779,-0.468518,0,4.28349,0.5,0,12.5631,-555.118,-62.467,0,-0.178967,-0.12053,0.000536374,0.215771,0,8,1
-0.115853,0.993266,0.000854121,1,4.26146,-0.468415,0,4.28712,0.5,0,12.591,-758.551,-65.7121,0,-0.148545,-0.163286,0.000519444,0.220745,0,9,1
-0.248434,0.968649,0.000801035,1,4.26512,-0.467997,0,4.29072,0.5,0,12.7047,-745.256,-65.7337,0,-0.101549,-0.218707,0.000792832,0.241134,0,10,1
-0.365806,0.930691,0.000849747,1,4.26879,-0.467176,0,4.29428,0.5,0,12.9281,-453.235,-61.0456,0,-0.0387757,-0.282071,0.00138553,0.284727,0,11,1
