Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.313864,0.949461,-0.00373274,1,8.76027,-0.464125,0,8.77256,0.5,0,13,-356.096,-76.5971,0,-0.0882939,0.511373,0.00420052,0.518956,0,0,1
0.325764,0.945445,-0.00339547,1,8.7579,-0.463235,0,8.77015,0.5,0,13,-83.6922,-68.0584,0,0.0168339,0.554493,0.000711827,0.554749,0,1,1
0.227087,0.973865,-0.00439612,1,8.76394,-0.465046,0,8.77627,0.5,0,13,-1529.48,-99.2347,0,-0.234154,0.427257,0.0224892,0.487732,0,2,1
0.0948308,0.995488,-0.00329717,1,8.7676,-0.465593,0,8.77996,0.5,0,13,-3880.65,-133.559,0,-0.329082,0.2579,0.0288355,0.419093,0,3,1
-0.0800711,0.996789,0.000554947,1,8.77127,-0.465622,0,8.78362,0.5,0,13,-5083.12,-144.968,0,-0.383034,0.00690595,0.0117272,0.383275,0,4,1
-0.242272,0.970208,0.00130101,1,8.77494,-0.465107,0,8.78726,0.5,0,13,-4288.88,-132.87,0,-0.379218,-0.204204,0.00145193,0.430706,0,5,1
-0.36493,0.931035,-1.76543e-05,1,8.7786,-0.463972,0,8.79086,0.5,0,13,-3751.22,-129.143,0,-0.307022,-0.368029,0.00354726,0.479292,0,6,1
-0.393089,0.9195,-0.000266841,1,8.78021,-0.463235,0,8.79242,0.5,0,13,-3439.79,-127.229,0,-0.230493,-0.444781,0.00423066,0.500974,0,7,1
0.464693,0.88546,-0.00459993,1,8.74927,-0.45981,0,8.76135,0.5,0,12.9317,397.995,-27.4728,0,0.383762,0.585176,-0.00813858,0.699836,0,8,1
0.470326,0.882479,-0.00494346,1,8.74864,-0.459559,0,8.7607,0.5,0,13,365.086,-26.292,0,0.40931,0.594547,-0.0089964,0.721874,0,9,1
0.498913,0.866648,-0.00284699,1,8.75294,-0.461821,0,8.76511,0.5,0,13,461.524,-43.6725,0,0.20577,0.594567,-0.00314081,0.629175,0,10,1
0.336578,0.941651,-0.00298231,1,8.75661,-0.462735,0,8.76882,0.5,0,13,77.2034,-61.8523,0,0.084468,0.575245,-0.00162628,0.581416,0,11,1
-0.428572,0.903507,-0.000521347,1,8.78227,-0.462318,0,8.79443,0.5,0,13,-2543.09,-117.32,0,-0.0818424,-0.547161,0.00455956,0.553266,0,12,1
-0.511565,0.859244,-0.000138437,1,8.78594,-0.461165,0,8.79803,0.5,0,13,-813.049,-92.1108,0,0.0643877,-0.605218,0.00505547,0.608654,0,13,1
-0.672586,0.740019,0.000437221,1,8.78767,-0.459559,0,8.79968,0.5,0,12.5277,-436.639,-72.8507,0,0.197564,-0.600683,0.00532984,0.63236,0,14,1
0.651392,0.758715,-0.00633028,1,8.74561,-0.458056,0,8.75759,0.5,0,13,254.71,-18.5233,0,0.456782,0.604622,-0.00851438,0.757819,0,15,1
0.751104,0.660175,-0.00355313,1,8.74377,-0.455882,0,8.75564,0.5,0,12.4988,338.703,-14.8367,0,0.497256,0.557843,-0.00594342,0.74732,0,16,1
-0.674672,0.738117,0.000876592,1,8.7896,-0.456241,0,8.80144,0.5,0,12,24.7944,-46.6882,0,0.39468,-0.558519,0.00336253,0.683905,0,17,1
-0.644189,0.764866,0.000854431,1,8.79002,-0.455882,0,8.80184,0.5,0,12,21.4886,-46.5651,0,0.403941,-0.557677,0.00331849,0.68861,0,18,1
0.695302,0.718682,-0.00720432,1,8.73827,-0.452229,0,8.74997,0.5,0,12.9937,285.402,1.12382,0,0.652843,0.512182,-0.00670132,0.829807,0,19,1
0.696076,0.717932,-0.00721352,1,8.73824,-0.452206,0,8.74994,0.5,0,13,284.895,1.25928,0,0.654104,0.512248,-0.00670232,0.83084,0,20,1
0.547433,0.836845,-0.00288942,1,8.74194,-0.454387,0,8.75374,0.5,0,12.4069,323.119,-10.7409,0,0.545634,0.522802,-0.00440163,0.755684,0,21,1
-0.407031,0.913414,0.000814437,1,8.79327,-0.454888,0,8.80503,0.5,0,12.2706,120.358,-44.3419,0,0.390867,-0.56212,0.00456683,0.684673,0,22,1
-0.505041,0.863093,0.00224485,1,8.79694,-0.453847,0,8.80864,0.5,0,12.5537,148.642,-43.5697,0,0.406835,-0.559828,0.00524576,0.692061,0,23,1
-0.69983,0.714299,0.00389491,1,8.79971,-0.452206,0,8.81132,0.5,0,13,170.427,-41.5017,0,0.522444,-0.541982,0.00404542,0.752801,0,24,1
0.632457,0.774572,-0.00601686,1,8.7347,-0.448529,0,8.74621,0.5,0,13,287.829,7.61837,0,0.726517,0.500454,-0.00899064,0.882248,0,25,1
-0.716462,0.697613,0.00429278,1,8.8006,-0.451041,0,8.81215,0.5,0,13,233.325,-37.9501,0,0.536902,-0.533984,0.00402909,0.757244,0,26,1
-0.658728,0.752366,0.00487093,1,8.80291,-0.448529,0,8.81433,0.5,0,13,265.685,-31.92,0,0.571854,-0.493871,0.0042316,0.755608,0,27,1
0.694734,0.719251,-0.00470347,1,8.73094,-0.445697,0,8.74231,0.5,0,13,190.148,15.1897,0,0.783878,0.48569,-0.00708171,0.922177,0,28,1
0.708669,0.705526,-0.00451087,1,8.73011,-0.444853,0,8.74143,0.5,0,13,162.259,16.9023,0,0.802902,0.479402,-0.00637077,0.935157,0,29,1
0.63176,0.775141,-0.0059757,1,8.73461,-0.448454,0,8.74611,0.5,0,13,285.607,7.79279,0,0.728184,0.50028,-0.00901543,0.883524,0,30,1
-0.648746,0.760987,0.00512084,1,8.80427,-0.447344,0,8.81563,0.5,0,13,230.891,-28.8655,0,0.593794,-0.470336,0.00418597,0.757512,0,31,1
-0.610014,0.792375,0.00502744,1,8.80794,-0.444941,0,8.81917,0.5,0,13,147.316,-26.7359,0,0.646778,-0.431733,0.00407828,0.777645,0,32,1
-0.61164,0.79112,0.00505633,1,8.80804,-0.444853,0,8.81927,0.5,0,13,146.167,-26.6968,0,0.648676,-0.430688,0.0040615,0.778646,0,33,1
