Points_0,Points_1,Points_2,Points_Magnitude,f,fs,Point ID
1.99129,-0.264566,0,2.00879,0.5,0,0
1.99219,-0.265867,0,2.00985,0.5,0,1
1.99095,-0.263672,0,2.00833,0.5,0,2
1.976,-0.235912,0,1.99003,0.5,0,3
1.97754,-0.239176,0,1.99195,0.5,0,4
1.97538,-0.234375,0,1.98924,0.5,0,5
1.98468,-0.252872,0,2.00072,0.5,0,6
1.98486,-0.253229,0,2.00095,0.5,0,7
1.98463,-0.252686,0,2.00065,0.5,0,8
1.98356,-0.250325,0,1.9993,0.5,0,9
1.98356,-0.249023,0,1.99913,0.5,0,10
1.98857,-0.259965,0,2.00549,0.5,0,11
1.9872,-0.256348,0,2.00366,0.5,0,12
1.98582,-0.255392,0,2.00217,0.5,0,13
1.98582,-0.256348,0,2.0023,0.5,0,14
1.98098,-0.245578,0,1.99615,0.5,0,15
1.98191,-0.249023,0,1.99749,0.5,0,16
1.97868,-0.241699,0,1.99339,0.5,0,17
1.9784,-0.240843,0,1.993,0.5,0,18
2.06272,-0.354272,0,2.09292,0.5,0,19
2.06543,-0.35562,0,2.09582,0.5,0,20
2.06004,-0.351562,0,2.08982,0.5,0,21
2.07815,-0.368142,0,2.1105,0.5,0,22
2.08008,-0.368304,0,2.11243,0.5,0,23
2.07666,-0.366211,0,2.1087,0.5,0,24
2.06855,-0.359425,0,2.09955,0.5,0,25
2.06909,-0.359737,0,2.10013,0.5,0,26
2.06801,-0.358887,0,2.09892,0.5,0,27
2.07065,-0.360986,0,2.10188,0.5,0,28
2.07275,-0.360978,0,2.10395,0.5,0,29
2.06659,-0.357722,0,2.09733,0.5,0,30
2.06543,-0.357722,0,2.09618,0.5,0,31
2.07492,-0.364045,0,2.10661,0.5,0,32
2.07275,-0.363689,0,2.10442,0.5,0,33
2.10146,-0.385117,0,2.13645,0.5,0,34
2.10205,-0.385383,0,2.13709,0.5,0,35
2.10077,-0.384521,0,2.13567,0.5,0,36
2.09939,-0.383522,0,2.13413,0.5,0,37
2.09887,-0.380859,0,2.13315,0.5,0,38
2.10825,-0.389313,0,2.14389,0.5,0,39
2.10938,-0.389313,0,2.145,0.5,0,40
2.10618,-0.388184,0,2.14166,0.5,0,41
2.10369,-0.38654,0,2.13891,0.5,0,42
2.10571,-0.387926,0,2.14115,0.5,0,43
2.1059,-0.387992,0,2.14135,0.5,0,44
2.08681,-0.374129,0,2.12008,0.5,0,45
2.0874,-0.374129,0,2.12067,0.5,0,46
2.08609,-0.373535,0,2.11927,0.5,0,47
2.08255,-0.371063,0,2.11535,0.5,0,48
2.08374,-0.371889,0,2.11667,0.5,0,49
2.08008,-0.371074,0,2.11292,0.5,0,50
2.08479,-0.372488,0,2.1178,0.5,0,51
2.09092,-0.377342,0,2.1247,0.5,0,52
2.09473,-0.380065,0,2.12893,0.5,0,53
2.0874,-0.375174,0,2.12085,0.5,0,54
2.0953,-0.380289,0,2.12953,0.5,0,55
2.09535,-0.380859,0,2.12968,0.5,0,56
2.02012,-0.308984,0,2.04361,0.5,0,57
2.02148,-0.309162,0,2.04499,0.5,0,58
2.02012,-0.307617,0,2.04341,0.5,0,59
2.01148,-0.295654,0,2.03309,0.5,0,60
2.01416,-0.296227,0,2.03583,0.5,0,61
2.01152,-0.292969,0,2.03274,0.5,0,62
2.01754,-0.304237,0,2.04035,0.5,0,63
2.01782,-0.307213,0,2.04107,0.5,0,64
2.01711,-0.303955,0,2.03988,0.5,0,65
2.01605,-0.302062,0,2.03856,0.5,0,66
2.01501,-0.300293,0,2.03726,0.5,0,67
2.01788,-0.307561,0,2.04118,0.5,0,68
2.01798,-0.307617,0,2.04129,0.5,0,69
2.0148,-0.299651,0,2.03696,0.5,0,70
2.0148,-0.300293,0,2.03706,0.5,0,71
2.01416,-0.299576,0,2.03632,0.5,0,72
2.03364,-0.324761,0,2.05941,0.5,0,73
2.03613,-0.326162,0,2.06209,0.5,0,74
2.0329,-0.322266,0,2.05828,0.5,0,75
2.04606,-0.337975,0,2.07378,0.5,0,76
2.04712,-0.338801,0,2.07497,0.5,0,77
2.0453,-0.336914,0,2.07286,0.5,0,78
2.04966,-0.341701,0,2.07794,0.5,0,79
2.05078,-0.342704,0,2.07922,0.5,0,80
2.04884,-0.340576,0,2.07696,0.5,0,81
2.04806,-0.339639,0,2.07603,0.5,0,82
2.039,-0.330384,0,2.06559,0.5,0,83
2.03979,-0.331031,0,2.06648,0.5,0,84
2.03839,-0.32959,0,2.06486,0.5,0,85
2.0425,-0.334213,0,2.06966,0.5,0,86
2.04346,-0.334979,0,2.07073,0.5,0,87
2.04184,-0.333252,0,2.06886,0.5,0,88
2.0409,-0.332144,0,2.06775,0.5,0,89
2.0373,-0.328418,0,2.06361,0.5,0,90
2.03613,-0.328418,0,2.06245,0.5,0,91
2.04445,-0.335917,0,2.07187,0.5,0,92
2.0272,-0.316546,0,2.05177,0.5,0,93
2.02881,-0.318464,0,2.05365,0.5,0,94
2.0259,-0.314941,0,2.05023,0.5,0,95
2.0239,-0.312527,0,2.04789,0.5,0,96
2.02515,-0.314008,0,2.04935,0.5,0,97
2.02148,-0.312336,0,2.04547,0.5,0,98
2.02564,-0.31445,0,2.0499,0.5,0,99
2.03046,-0.320613,0,2.05562,0.5,0,100
2.03046,-0.322266,0,2.05588,0.5,0,101
2.02893,-0.318604,0,2.05379,0.5,0,102
2.02889,-0.318521,0,2.05374,0.5,0,103
2.00545,-0.287032,0,2.02589,0.5,0,104
2.00684,-0.287032,0,2.02726,0.5,0,105
2.00447,-0.285645,0,2.02473,0.5,0,106
2.00247,-0.28269,0,2.02232,0.5,0,107
2.00317,-0.283674,0,2.02316,0.5,0,108
2.00071,-0.281982,0,2.02048,0.5,0,109
2.00017,-0.281326,0,2.01986,0.5,0,110
1.9997,-0.27832,0,2.01898,0.5,0,111
2.00402,-0.284794,0,2.02416,0.5,0,112
1.99679,-0.273719,0,2.01546,0.5,0,113
1.99951,-0.277916,0,2.01873,0.5,0,114
1.99511,-0.270996,0,2.01343,0.5,0,115
1.99409,-0.269098,0,2.01216,0.5,0,116
1.99971,-0.278121,0,2.01896,0.5,0,117
1.99971,-0.27832,0,2.01899,0.5,0,118
2.00893,-0.29087,0,2.02988,0.5,0,119
2.00903,-0.292969,0,2.03027,0.5,0,120
2.00684,-0.289755,0,2.02765,0.5,0,121
2.05525,-0.347093,0,2.08435,0.5,0,122
2.05811,-0.349701,0,2.0876,0.5,0,123
2.05322,-0.344238,0,2.08188,0.5,0,124
2.05158,-0.343444,0,2.08012,0.5,0,125
2.05158,-0.344238,0,2.08026,0.5,0,126
2.05922,-0.350447,0,2.08883,0.5,0,127
1.96247,-0.205504,0,1.9732,0.5,0,128
1.96289,-0.206482,0,1.97372,0.5,0,129
1.96237,-0.205078,0,1.97306,0.5,0,130
1.96039,-0.20025,0,1.9706,0.5,0,131
1.9594,-0.197754,0,1.96935,0.5,0,132
1.95828,-0.195036,0,1.96797,0.5,0,133
1.95644,-0.19043,0,1.96569,0.5,0,134
1.95449,-0.18418,0,1.96315,0.5,0,135
1.95557,-0.18757,0,1.96454,0.5,0,136
1.95421,-0.183105,0,1.96276,0.5,0,137
