Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.223903,0.974611,0.000245167,1,6.25073,-0.463872,0,6.26792,0.5,0,13,-791.167,-66.8675,0,-0.108011,0.128915,-0.00231835,0.168199,0,0,1
0.272554,0.96214,-0.000325123,1,6.24877,-0.463235,0,6.26591,0.5,0,13,-827.026,-67.8778,0,-0.0826299,0.165192,-0.0011942,0.184709,0,1,1
0.115272,0.993334,0.000493947,1,6.2544,-0.464459,0,6.27162,0.5,0,13,-700.837,-64.7174,0,-0.132758,0.0714846,-0.00234902,0.150799,0,2,1
0.0209926,0.99978,-0.000433105,1,6.25806,-0.464665,0,6.27529,0.5,0,13,-776.249,-66.0268,0,-0.140965,0.0212377,-0.000703045,0.142557,0,3,1
-0.0665416,0.997784,0.00033035,1,6.26173,-0.464594,0,6.27894,0.5,0,13,-887.854,-68.8985,0,-0.141126,-0.0424967,0.000970767,0.147389,0,4,1
-0.159253,0.987237,0.0010595,1,6.26539,-0.46423,0,6.28257,0.5,0,13,-837.549,-68.5052,0,-0.12669,-0.107685,0.00175837,0.166281,0,5,1
-0.258016,0.966139,0.00150642,1,6.26906,-0.463417,0,6.28616,0.5,0,13,-848.289,-70.0799,0,-0.102505,-0.166493,0.00200946,0.195528,0,6,1
-0.255357,0.966845,0.00167524,1,6.26953,-0.463235,0,6.28662,0.5,0,13,-849.581,-70.4418,0,-0.0967328,-0.174604,0.00194463,0.199619,0,7,1
0.323717,0.946149,0.00314301,1,6.23607,-0.460646,0,6.25306,0.5,0,13,-49.5554,-35.8857,0,0.148589,0.336095,0.00252826,0.367484,0,8,1
0.38037,0.924821,0.00499203,1,6.23331,-0.459559,0,6.25023,0.5,0,13,28.8813,-27.537,0,0.205721,0.345352,0.00155984,0.401984,0,9,1
0.341874,0.939744,0.00182958,1,6.23974,-0.461163,0,6.25676,0.5,0,13,-210.666,-45.5779,0,0.110442,0.322816,0.00403129,0.34121,0,10,1
0.260039,0.965598,8.28597e-05,1,6.2434,-0.46218,0,6.26049,0.5,0,12.7129,-608.99,-59.2619,0,0.0506825,0.260205,0.00241519,0.265106,0,11,1
0.280611,0.959821,-0.000748976,1,6.24707,-0.462862,0,6.26419,0.5,0,12.8986,-807.008,-66.117,0,-0.0369466,0.197366,9.0407e-05,0.200795,0,12,1
-0.186609,0.982432,0.00227209,1,6.27272,-0.462555,0,6.28975,0.5,0,12.815,-731.758,-66.1673,0,-0.00529833,-0.221385,0.00119531,0.221451,0,13,1
-0.178157,0.984001,0.00159739,1,6.27638,-0.462285,0,6.29339,0.5,0,12.7415,-415.73,-57.1107,0,0.0650884,-0.264318,0.000511108,0.272214,0,14,1
-0.302088,0.953279,0.00125878,1,6.28005,-0.461403,0,6.29698,0.5,0,13,-207.817,-55.3144,0,0.0893448,-0.295407,-9.06972e-05,0.308623,0,15,1
-0.340209,0.940349,0.00098625,1,6.28371,-0.460857,0,6.30059,0.5,0,13,-238.534,-54.8905,0,0.133359,-0.311343,-0.000610558,0.338703,0,16,1
-0.393802,0.919195,0.000567223,1,6.28738,-0.459559,0,6.30415,0.5,0,13,-17.908,-47.4244,0,0.21664,-0.350157,-0.0013234,0.411758,0,17,1
0.574596,0.818403,0.00755578,1,6.22874,-0.457334,0,6.24551,0.5,0,13,111.835,-13.3153,0,0.280402,0.353482,0.000141577,0.451192,0,18,1
0.574747,0.818323,0.00369198,1,6.22676,-0.455882,0,6.24342,0.5,0,12.4585,96.1245,-14.4338,0,0.289849,0.358335,0.000625869,0.460887,0,19,1
0.406726,0.913534,0.00539067,1,6.23241,-0.459143,0,6.2493,0.5,0,13,49.3223,-24.9528,0,0.214886,0.349777,0.00103084,0.410513,0,20,1
-0.393832,0.919182,0.000567014,1,6.28738,-0.459558,0,6.30415,0.5,0,13,-17.7843,-47.4192,0,0.216669,-0.350167,-0.00132347,0.411781,0,21,1
-0.48537,0.874309,-2.74563e-05,1,6.29104,-0.457607,0,6.30766,0.5,0,13,159.443,-36.4025,0,0.258298,-0.324513,-0.000806698,0.414762,0,22,1
-0.439057,0.898459,-0.000543364,1,6.29364,-0.455882,0,6.31013,0.5,0,13,62.574,-37.9285,0,0.286826,-0.316095,-0.000301863,0.426832,0,23,1
0.495367,0.868683,0.00154403,1,6.22141,-0.453943,0,6.23795,0.5,0,12.5276,77.4724,-9.18475,0,0.344256,0.330405,0.000266673,0.477158,0,24,1
0.629444,0.777044,0.00166857,1,6.21842,-0.452206,0,6.23484,0.5,0,13,110.888,-4.02359,0,0.406352,0.327441,0.00104083,0.521863,0,25,1
0.441239,0.897388,0.0015987,1,6.22508,-0.454999,0,6.24168,0.5,0,12.2402,76.7208,-13.7998,0,0.312395,0.353387,-7.32334e-05,0.471671,0,26,1
-0.431344,0.902188,-0.000602712,1,6.29471,-0.455204,0,6.31115,0.5,0,12.8155,23.0366,-35.6127,0,0.324129,-0.30713,-0.000126573,0.446529,0,27,1
-0.276831,0.960918,-0.000705052,1,6.29837,-0.454253,0,6.31473,0.5,0,12.5567,-21.0635,-32.7247,0,0.367874,-0.303933,0.000118033,0.477186,0,28,1
-0.351373,0.936236,-0.00061207,1,6.30204,-0.45392,0,6.31836,0.5,0,12.5338,-40.0118,-30.7911,0,0.376847,-0.292559,0.000169989,0.477079,0,29,1
-0.523727,0.851886,-0.000940604,1,6.30537,-0.452206,0,6.32156,0.5,0,13,-31.1607,-32.0143,0,0.439611,-0.307397,0.000174254,0.536424,0,30,1
-0.0483069,0.998422,0.0286443,1,6.56223,-0.452853,0,6.57784,0.5,0,12.8241,-273.887,-37.6588,0,0.138201,0.165553,-0.000964278,0.215658,0,31,1
0.241976,0.970282,-0.000373956,1,6.55882,-0.452206,0,6.57439,0.5,0,13,-193.833,-34.3349,0,0.173216,0.20364,0.000668256,0.267345,0,32,1
-0.119143,0.970259,0.210719,1,6.56415,-0.452206,0,6.5797,0.5,0,12.4786,-286.983,-38.347,0,0.143471,0.131893,-0.000325165,0.194884,0,33,1
