Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.451149,0.772035,-0.44769,1,10.4689,-0.463913,0,10.4792,0.5,0,12,-515.857,-50.1519,0,-0.114267,0.132997,0.00297848,0.175368,0,0,1
0.472628,0.786105,-0.398322,1,10.4682,-0.463235,0,10.4784,0.5,0,12.2,-522.763,-53.1377,0,-0.0783577,0.155819,0.0036652,0.17445,0,1,1
-0.376315,0.814171,-0.442168,1,10.4726,-0.46428,0,10.4829,0.5,0,12,-579.782,-50.7729,0,-0.118157,0.100589,0.00349568,0.155215,0,2,1
-0.416221,0.835566,-0.358595,1,10.4736,-0.463235,0,10.4839,0.5,0,12.2831,-757.892,-59.4818,0,-0.103319,0.0838561,0.00388583,0.133123,0,3,1
0.314692,0.949186,-0.00379151,1,10.4579,-0.459908,0,10.468,0.5,0,12.9049,-219.12,-39.4676,0,0.0815434,0.301314,-0.0021713,0.312161,0,4,1
0.348272,0.93738,-0.0049989,1,10.4568,-0.459559,0,10.4669,0.5,0,13,-194.909,-38.539,0,0.12294,0.315363,-0.00303487,0.338493,0,5,1
0.250229,0.968186,-0.00153461,1,10.4616,-0.460896,0,10.4718,0.5,0,13,-266.719,-44.7338,0,0.024495,0.258226,0.000779818,0.259387,0,6,1
0.309868,0.949762,-0.0439858,1,10.4653,-0.461154,0,10.4754,0.5,0,13,-288.073,-48.5398,0,0.00340625,0.236103,0.00272474,0.236143,0,7,1
-0.17884,0.983159,-0.0376201,1,10.4763,-0.461745,0,10.4864,0.5,0,12.5946,-973.137,-68.3038,0,-0.0709741,0.041028,0.00429808,0.082092,0,8,1
0.0220419,0.999001,-0.0388703,1,10.4799,-0.462079,0,10.4901,0.5,0,12.6856,-975.263,-68.008,0,-0.0853066,-0.0364089,0.00328445,0.0928096,0,9,1
-0.0727507,0.997346,-0.00280741,1,10.4836,-0.461725,0,10.4938,0.5,0,13,-853.761,-71.5457,0,-0.113036,-0.139916,0.00234628,0.179887,0,10,1
-0.253785,0.967256,-0.00292186,1,10.4873,-0.461848,0,10.4974,0.5,0,13,-796.886,-72.6914,0,-0.0849837,-0.177716,0.00565374,0.197071,0,11,1
-0.260884,0.965367,-0.00245328,1,10.4909,-0.46087,0,10.501,0.5,0,12.6435,-840.74,-69.8248,0,-0.0392349,-0.255982,0.00638209,0.25905,0,12,1
-0.379357,0.925243,-0.00359808,1,10.4946,-0.460176,0,10.5047,0.5,0,12.832,-753.401,-69.6663,0,0.0295204,-0.322705,0.00506643,0.324092,0,13,1
-0.432831,0.901467,-0.00377787,1,10.4962,-0.459559,0,10.5062,0.5,0,13,-572.12,-66.7939,0,0.0740049,-0.344241,0.00484613,0.35214,0,14,1
0.54954,0.835366,-0.0130369,1,10.4506,-0.455917,0,10.4605,0.5,0,13,107.594,-22.2168,0,0.212158,0.393279,-0.00502823,0.446883,0,15,1
0.547269,0.836854,-0.0131251,1,10.4506,-0.455882,0,10.4605,0.5,0,13,109.078,-22.056,0,0.213011,0.393538,-0.00505952,0.447517,0,16,1
0.463728,0.885943,-0.00780204,1,10.4543,-0.458332,0,10.4643,0.5,0,13,-94.1575,-33.804,0,0.162709,0.354985,-0.00459033,0.390525,0,17,1
-0.422409,0.906399,-0.00346933,1,10.4983,-0.458297,0,10.5083,0.5,0,13,-158.511,-56.0668,0,0.10866,-0.351256,0.00455886,0.367707,0,18,1
-0.569836,0.821753,-0.00287139,1,10.5019,-0.45735,0,10.5119,0.5,0,13,-2.0034,-48.5984,0,0.12807,-0.338891,0.00527362,0.362321,0,19,1
-0.627026,0.778996,-0.00160883,1,10.5036,-0.455882,0,10.5135,0.5,0,12.548,-37.0213,-43.8718,0,0.176619,-0.336725,0.00504074,0.380267,0,20,1
0.536442,0.843686,-0.0206162,1,10.4433,-0.452802,0,10.4531,0.5,0,12.8379,147.062,-3.36561,0,0.372821,0.384715,-0.00855783,0.535793,0,21,1
0.567246,0.823267,-0.0215341,1,10.4424,-0.452206,0,10.4522,0.5,0,13,146.93,-0.502587,0,0.400542,0.382282,-0.00910852,0.553766,0,22,1
