Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.29243,0.956279,0.00400352,1,7.45537,-0.46032,0,7.46957,0.5,0,12.7931,-2433.06,-100.384,0,-0.167046,0.209653,0.003407,0.268086,0,0,1
0.40584,0.913937,0.00355274,1,7.45289,-0.459559,0,7.46705,0.5,0,13,-2311.7,-102.221,0,-0.0841458,0.311607,0.00398431,0.322793,0,1,1
0.131719,0.991282,0.00301702,1,7.45904,-0.460803,0,7.47326,0.5,0,12.6615,-2626.78,-101.303,0,-0.205267,0.0530894,0.00191343,0.21203,0,2,1
0.0203604,0.999789,0.00266617,1,7.4627,-0.460948,0,7.47692,0.5,0,12.6222,-2192.85,-94.6331,0,-0.196649,-0.0997982,0.000710093,0.220524,0,3,1
-0.0658835,0.997824,0.00267655,1,7.46637,-0.460893,0,7.48058,0.5,0,12.6371,-1385.06,-81.9758,0,-0.160481,-0.210543,0.000186653,0.264731,0,4,1
-0.151743,0.988416,0.00278323,1,7.47003,-0.460657,0,7.48422,0.5,0,12.7013,-708.165,-70.2115,0,-0.112935,-0.295311,-0.000208302,0.316169,0,5,1
-0.251456,0.967865,0.00289605,1,7.4737,-0.46017,0,7.48785,0.5,0,12.8339,-239.744,-60.1663,0,-0.0521678,-0.349997,-0.000684285,0.353864,0,6,1
-0.313343,0.949636,0.00289697,1,7.47626,-0.459559,0,7.49037,0.5,0,13,-10.2427,-53.3342,0,0.00400362,-0.381023,-0.000756984,0.381045,0,7,1
0.53421,0.845349,0.00224239,1,7.44804,-0.456968,0,7.46205,0.5,0,13,-1490.06,-86.4206,0,0.0200087,0.476802,0.00287907,0.47723,0,8,1
0.491343,0.870964,0.00173294,1,7.44665,-0.455882,0,7.46059,0.5,0,13,-1265.33,-81.8654,0,0.0671149,0.509816,0.00321459,0.514224,0,9,1
0.437477,0.899225,0.00297367,1,7.45171,-0.458924,0,7.46583,0.5,0,13,-2100.07,-98.1867,0,-0.0605117,0.356716,0.00352307,0.361829,0,10,1
-0.318068,0.948064,0.00262703,1,7.47736,-0.459126,0,7.49145,0.5,0,13,106.287,-48.0436,0,0.02277,-0.382662,-0.000956449,0.38334,0,11,1
-0.29676,0.954951,0.00158211,1,7.48103,-0.458002,0,7.49503,0.5,0,13,292.735,-34.6852,0,0.0629521,-0.357928,-0.000771067,0.363422,0,12,1
