Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.387922,0.907684,0.160086,1,7.93887,-0.452344,0,7.95175,0.5,0,12.9625,100.806,-36.446,0,0.303837,0.532588,-0.0186603,0.613445,0,0,1
0.400552,0.902055,0.160798,1,7.93862,-0.452206,0,7.95149,0.5,0,13,122.514,-35.4605,0,0.317098,0.536917,-0.0188847,0.62385,0,1,1
0.187261,0.977573,0.0963538,1,7.94253,-0.453266,0,7.95546,0.5,0,13,-238.241,-50.4888,0,0.193955,0.477513,-0.0221538,0.515876,0,2,1
0.253241,0.964764,0.0714038,1,7.9462,-0.453797,0,7.95915,0.5,0,13,-576.099,-63.134,0,0.130739,0.435078,-0.0190419,0.454696,0,3,1
0.204962,0.948972,-0.239674,1,7.94986,-0.454612,0,7.96285,0.5,0,12.6544,-1265.83,-82.8055,0,0.0723034,0.305761,-0.00988366,0.314348,0,4,1
0.0923557,0.961226,-0.259838,1,7.95353,-0.455001,0,7.96653,0.5,0,12.7604,-1966.93,-97.9823,0,-0.027647,0.19245,-0.00958806,0.194662,0,5,1
-0.0509457,0.998657,0.00944103,1,7.9572,-0.455069,0,7.9702,0.5,0,12.7787,-2977.59,-113.562,0,-0.0650933,0.0559731,-0.00778708,0.0862019,0,6,1
-0.222256,0.974988,0.0010857,1,7.96086,-0.454813,0,7.97384,0.5,0,12.7092,-3256.11,-116.492,0,-0.0208034,-0.123183,-0.00440268,0.125005,0,7,1
-0.286166,0.958179,-0.00153442,1,7.96453,-0.454012,0,7.97746,0.5,0,12.4911,-2395.86,-101.993,0,0.0835109,-0.258152,-0.00273124,0.271337,0,8,1
-0.264065,0.964504,-0.00141594,1,7.96819,-0.453359,0,7.98108,0.5,0,12.3137,-1782.4,-90.098,0,0.139101,-0.375081,-0.0025536,0.400052,0,9,1
-0.492599,0.870244,-0.00462808,1,7.97186,-0.452579,0,7.98469,0.5,0,12.8985,-1251.15,-91.9393,0,0.174691,-0.547515,-0.00202398,0.574712,0,10,1
-0.515148,0.857088,-0.00475145,1,7.97233,-0.452206,0,7.98514,0.5,0,13,-1175.52,-92.0997,0,0.198855,-0.563645,-0.00199404,0.597698,0,11,1
0.500123,0.865953,0.00154345,1,7.9352,-0.450731,0,7.94799,0.5,0,13,349.229,-23.8659,0,0.404362,0.577861,-0.00938729,0.705351,0,12,1
0.521395,0.853311,0.00257779,1,7.93155,-0.448529,0,7.94422,0.5,0,13,534.161,-4.93647,0,0.499852,0.584726,-0.00164783,0.769259,0,13,1
-0.537486,0.843266,-0.00342811,1,7.97552,-0.45008,0,7.98821,0.5,0,13,-322.414,-71.3554,0,0.298541,-0.578924,-0.00152505,0.651369,0,14,1
-0.518916,0.854818,-0.00354617,1,7.97794,-0.448529,0,7.99054,0.5,0,13,-156.674,-62.7378,0,0.365978,-0.580227,-0.00102743,0.686006,0,15,1
0.553641,0.832752,0.00239112,1,7.92787,-0.446667,0,7.94045,0.5,0,13,390.132,2.12085,0,0.582177,0.557552,-0.000960793,0.806099,0,16,1
0.510943,0.85961,0.00266674,1,7.92464,-0.444853,0,7.93711,0.5,0,13,379.692,6.26767,0,0.651882,0.537565,-0.00307675,0.844947,0,17,1
0.52147,0.853265,0.00257978,1,7.93154,-0.448521,0,7.94421,0.5,0,13,534.49,-4.86408,0,0.500289,0.584751,-0.00162551,0.769562,0,18,1
-0.529859,0.848078,-0.00356903,1,7.97919,-0.447759,0,7.99174,0.5,0,13,-43.3124,-57.3514,0,0.409509,-0.578025,-0.000603588,0.708386,0,19,1
-0.594177,0.804323,-0.00437977,1,7.98285,-0.445868,0,7.99529,0.5,0,13,53.3369,-49.4124,0,0.494801,-0.563463,-0.000331273,0.749879,0,20,1
-0.611694,0.791081,-0.00459388,1,7.98416,-0.444853,0,7.99655,0.5,0,13,44.1231,-47.4952,0,0.54112,-0.557832,-0.000168266,0.777166,0,21,1
0.554972,0.831853,0.00519487,1,7.92054,-0.441527,0,7.93284,0.5,0,13,382.939,8.89191,0,0.7379,0.511879,-0.00422688,0.898073,0,22,1
0.530167,0.847871,0.00612124,1,7.91958,-0.441176,0,7.93186,0.5,0,12.7367,349.137,8.16182,0,0.752579,0.501248,-0.00379817,0.904234,0,23,1
0.520065,0.854123,0.00269677,1,7.92421,-0.444558,0,7.93667,0.5,0,13,386.812,6.45802,0,0.659771,0.534394,-0.00327422,0.84905,0,24,1
-0.691969,0.72191,-0.00502393,1,7.98652,-0.442632,0,7.99877,0.5,0,13,55.9731,-42.2588,0,0.584612,-0.549521,5.1118e-05,0.802337,0,25,1
-0.686089,0.727502,-0.00478711,1,7.9877,-0.441176,0,7.99988,0.5,0,13,77.3972,-40.3775,0,0.605854,-0.541802,0.000156476,0.812778,0,26,1
0.632007,0.774963,0.000342501,1,8.24309,-0.441689,0,8.25491,0.5,0,12,-104.714,-24.4109,0,0.305452,0.0571538,-0.0028586,0.310767,0,27,1
0.650564,0.759451,0.000505752,1,8.24275,-0.441176,0,8.25454,0.5,0,12.0937,-108.165,-25.4155,0,0.313031,0.0616319,-0.00284946,0.319053,0,28,1
-0.384152,0.92327,0.000189545,1,8.24676,-0.441714,0,8.25858,0.5,0,12,-106.397,-24.6122,0,0.305667,0.0419069,-0.00289749,0.30854,0,29,1
-0.37823,0.925711,0.00043924,1,8.24745,-0.441176,0,8.25925,0.5,0,12.1907,-116.784,-26.4855,0,0.309371,0.0373122,-0.00284001,0.311626,0,30,1
0.424706,0.903683,-0.054598,1,8.27974,-0.441707,0,8.29152,0.5,0,12,-44.6527,-21.1065,0,0.33713,-0.113227,-0.0016145,0.355639,0,31,1
0.43266,0.900253,-0.0484733,1,8.27913,-0.441176,0,8.29087,0.5,0,12.1679,-54.7826,-23.2923,0,0.338235,-0.112689,-0.00197551,0.356519,0,32,1
-0.633294,0.772965,-0.0382586,1,8.28341,-0.441702,0,8.29518,0.5,0,12,-43.0849,-20.8517,0,0.34052,-0.1201,-0.00176574,0.361083,0,33,1
-0.641685,0.766058,-0.0373562,1,8.28376,-0.441176,0,8.2955,0.5,0,12.0951,-45.7603,-21.9172,0,0.349067,-0.122995,-0.00153214,0.370105,0,34,1
0.280187,0.959945,-0.000667213,1,8.46301,-0.441566,0,8.47452,0.5,0,13,20.0976,-9.9052,0,0.356305,0.240098,-0.00224619,0.429657,0,35,1
0.286148,0.958185,-0.000804396,1,8.46192,-0.441176,0,8.47341,0.5,0,13,24.5,-7.87057,0,0.363824,0.242671,-0.00233311,0.437336,0,36,1
0.226248,0.974069,-0.000992648,1,8.46667,-0.442517,0,8.47823,0.5,0,13,-3.6441,-14.4942,0,0.333059,0.226917,-0.00231331,0.40302,0,37,1
0.18277,0.983154,-0.0018537,1,8.47034,-0.443133,0,8.48192,0.5,0,13,-20.5544,-17.4721,0,0.317053,0.214482,-0.00303725,0.382797,0,38,1
0.169887,0.985458,-0.00328461,1,8.474,-0.443672,0,8.48561,0.5,0,13,-28.7895,-20.7816,0,0.305976,0.202782,-0.00358453,0.36709,0,39,1
0.139117,0.990263,-0.00506949,1,8.47767,-0.444244,0,8.4893,0.5,0,13,-92.4415,-27.228,0,0.292697,0.189452,-0.00371075,0.348679,0,40,1
