Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.333311,0.942795,-0.000248182,0.99998,6.78629,-0.476179,0,6.80298,46.2091,0.5,0,12,-249.146,-44.0684,-0.542238,0.468984,0.000119003,0.716916,0,0,1
0.337852,0.941166,-0.0001734,0.999968,6.78515,-0.475775,0,6.80181,43.2621,0.5,0,12,-203.643,-41.959,-0.521783,0.485665,-6.57994e-05,0.712831,0,1,1
0.342411,0.939529,-0.000236985,0.99998,6.78401,-0.475369,0,6.80064,40.3069,0.5,0,12,-158.158,-39.8428,-0.501317,0.502338,7.24997e-05,0.709692,0,2,1
0.263727,0.964578,-0.00021594,0.999982,6.79118,-0.47746,0,6.80794,49.6995,0.5,0,12,-294.941,-46.6425,-0.61976,0.390009,0.000270021,0.732264,0,3,1
0.29853,0.953684,-4.52821e-05,0.999317,6.78874,-0.47682,0,6.80546,47.9448,0.5,0,12,-271.762,-45.3459,-0.581006,0.429482,0.000599653,0.722511,0,4,1
0.193577,0.98107,-0.00017461,0.999985,6.79607,-0.478335,0,6.81288,50.5097,0.5,0,12,-335.189,-49.8871,-0.689842,0.343524,0.00045743,0.770643,0,5,1
0.228645,0.972827,8.84791e-05,0.999335,6.79362,-0.477898,0,6.81041,50.0982,0.5,0,12,-314.681,-48.2571,-0.654792,0.366787,0.000793233,0.750524,0,6,1
0.151941,0.988372,-0.000176843,0.999983,6.80095,-0.479009,0,6.8178,61.8685,0.5,0,12,-697.377,-61.8685,-0.74416,0.292501,0.000664636,0.799582,0,7,1
0.17275,0.984722,-0.000390571,0.999761,6.79851,-0.478672,0,6.81534,56.19,0.5,0,12,-516.227,-55.8784,-0.716989,0.318052,0.00106711,0.784366,0,8,1
0.113082,0.993564,-0.000193722,0.999979,6.80584,-0.479577,0,6.82272,74.7577,0.5,0,12,-1109.5,-74.7577,-0.777257,0.20272,0.000865216,0.803259,0,9,1
0.132512,0.990968,-0.000491996,0.999789,6.8034,-0.479293,0,6.82026,68.3211,0.5,0,12,-903.808,-68.3211,-0.760699,0.247631,0.0012127,0.799991,0,10,1
0.0596659,0.998195,-0.000204019,0.999977,6.81073,-0.47997,0,6.82762,81.7447,0.5,0,12,-1268.08,-81.7447,-0.784508,0.102222,0.00105735,0.79114,0,11,1
0.0863774,0.995879,-0.000370977,0.999618,6.80828,-0.479773,0,6.82517,78.2598,0.5,0,12,-1189.25,-78.2598,-0.780872,0.152458,0.00127976,0.795617,0,12,1
0.000593428,0.999976,-0.000196391,0.999976,6.81561,-0.480109,0,6.8325,83.8242,0.5,0,12,-1241.82,-83.8242,-0.76448,0.00267072,0.00123136,0.764486,0,13,1
0.0301368,0.999085,-0.000252611,0.99954,6.81317,-0.480039,0,6.83006,82.7877,0.5,0,12,-1255.07,-82.7877,-0.774477,0.0524126,0.00132543,0.776249,0,14,1
-0.0549234,0.998467,-0.000151183,0.999977,6.8205,-0.479975,0,6.83737,81.3609,0.5,0,12,-1059.62,-81.3609,-0.719019,-0.089385,0.00140564,0.724555,0,15,1
-0.0271543,0.999223,-0.000111389,0.999592,6.81806,-0.480042,0,6.83493,82.5888,0.5,0,12,-1150.37,-82.5888,-0.741721,-0.0433865,0.00141664,0.74299,0,16,1
-0.100349,0.994931,-6.21676e-05,0.999979,6.82538,-0.479617,0,6.84221,74.9583,0.5,0,12,-756.67,-74.9583,-0.653831,-0.167765,0.00160006,0.675013,0,17,1
-0.0776295,0.996701,5.37019e-05,0.99972,6.82294,-0.479796,0,6.83979,78.1507,0.5,0,12,-907.527,-78.1507,-0.686386,-0.128576,0.00160525,0.698327,0,18,1
-0.127735,0.991791,3.72455e-05,0.999982,6.83027,-0.479118,0,6.84705,64.6705,0.5,0,12,-322.419,-64.6705,-0.577078,-0.224965,0.00177547,0.619379,0,19,1
-0.114048,0.993361,0.000268232,0.999887,6.82783,-0.479367,0,6.84463,69.8017,0.5,0,12,-538.911,-69.8017,-0.615422,-0.196326,0.00185704,0.645981,0,20,1
-0.147129,0.989103,9.70808e-05,0.999986,6.83516,-0.478571,0,6.85189,56.4045,0.5,0,12,-14.8988,-56.4045,-0.496381,-0.243645,0.00191493,0.552956,0,21,1
-0.137444,0.990445,0.000352678,0.999937,6.83271,-0.478844,0,6.84947,60.5274,0.5,0,12,-168.347,-60.5274,-0.536721,-0.234216,0.00194707,0.585602,0,22,1
-0.18178,0.983323,9.81991e-05,0.999984,6.84004,-0.47795,0,6.85672,55.3259,0.5,0,12,-51.4932,-55.3259,-0.408941,-0.252697,0.00200417,0.480721,0,23,1
-0.164472,0.98621,-8.29224e-05,0.99983,6.8376,-0.47826,0,6.85431,55.8719,0.5,0,12,-33.6912,-55.8719,-0.452668,-0.248059,0.00207593,0.516184,0,24,1
-0.227332,0.973797,4.4331e-07,0.99998,6.84493,-0.477152,0,6.86154,55.0165,0.5,0,12,-111.201,-55.0165,-0.314966,-0.279163,0.00202269,0.420879,0,25,1
-0.204578,0.978554,-0.000267742,0.99971,6.84249,-0.477551,0,6.85913,55.1963,0.5,0,12,-82.3674,-55.1963,-0.361955,-0.265877,0.00215578,0.449118,0,26,1
-0.260247,0.965519,-0.000169584,0.999978,6.84981,-0.476117,0,6.86634,51.6875,0.5,0,12,-38.2293,-51.6875,-0.221587,-0.304962,0.00190696,0.37697,0,27,1
