Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.571596,0.819248,0.00936019,0.998988,10.1363,-0.456264,0,10.1466,60.7609,0.5,0,12.9044,-594.395,-60.7609,0.042857,0.279275,0.000340069,0.282544,0,0,1
0.574204,0.817593,0.0202948,0.99929,10.1359,-0.455912,0,10.1462,61.0078,0.5,0,12.8942,-586.429,-61.0078,0.0592472,0.287109,-4.16266e-05,0.293159,0,1,1
0.576653,0.815477,0.0256031,0.999093,10.1356,-0.455556,0,10.1458,61.45,0.5,0,12.8968,-582.254,-61.45,0.0739492,0.294243,0.000100394,0.303393,0,2,1
0.18855,0.981424,0.0128568,0.999454,10.1437,-0.458565,0,10.154,65.3411,0.5,0,12.5938,-920.146,-65.3411,-0.106933,0.15141,-0.00065718,0.185364,0,3,1
0.398623,0.888817,0.00608264,0.974132,10.14,-0.457392,0,10.1503,64.2626,0.5,0,12.7521,-810.221,-64.2626,-0.031912,0.216823,0.00321926,0.219182,0,4,1
-0.00996266,0.99901,0.00967668,0.999106,10.151,-0.458426,0,10.1613,53.6977,0.5,0,12,-675.755,-53.6977,-0.0139329,-0.000717655,0.000957244,0.0139841,0,5,1
0.0891125,0.990333,0.048556,0.995519,10.1473,-0.45852,0,10.1577,59.2298,0.5,0,12.2937,-789.638,-59.2298,-0.0600954,0.0750856,-0.00040365,0.0961742,0,6,1
-0.0350545,0.999365,0.00099987,0.99998,10.1583,-0.45846,0,10.1687,53.2134,0.5,0,12.6079,-360.95,-53.2134,-0.104816,-0.155376,5.14537e-05,0.187425,0,7,1
-0.0246562,0.999381,-0.0187597,0.999861,10.1547,-0.458442,0,10.165,53.1281,0.5,0,12.3039,-512.98,-53.1281,-0.0594027,-0.0784335,0.000771655,0.0983926,0,8,1
-0.0985085,0.992374,0.00271768,0.997255,10.1657,-0.45807,0,10.176,43.7393,0.5,0,12.6605,-17,-43.7393,-0.0675308,-0.193088,-0.000200802,0.204557,0,9,1
-0.0669583,0.995971,-0.032054,0.998734,10.162,-0.45827,0,10.1723,48.3939,0.5,0,12.6336,-189.809,-48.3939,-0.0862992,-0.174259,0.000430846,0.194458,0,10,1
-0.430883,0.85482,0.000931889,0.957276,10.173,-0.457573,0,10.1833,39.288,0.5,0,12,-188.508,-39.288,0.0922368,-0.221637,0.000905502,0.240066,0,11,1
-0.265307,0.923403,-0.105741,0.966562,10.1693,-0.457817,0,10.1796,41.9313,0.5,0,12.3309,-106.875,-41.9313,0.0131523,-0.206464,0.00120128,0.206886,0,12,1
-0.48201,0.834259,-0.0274979,0.963887,10.1742,-0.456565,0,10.1845,41.9384,0.5,0,12.1676,-184.443,-41.9384,0.12271,-0.236879,0.00109202,0.266779,0,13,1
-0.532889,0.813543,0.000489116,0.972535,10.1755,-0.455556,0,10.1856,44.6018,0.5,0,12.3353,-179.319,-44.6018,0.153157,-0.252817,0.000834936,0.295591,0,14,1
0.597491,0.798469,0.0437428,0.99823,10.1217,-0.450547,0,10.1317,30.0684,0.5,0,12.6762,1.03591,-30.0684,0.292791,0.397174,-0.00224247,0.493436,0,15,1
0.634177,0.766241,0.0282091,0.995038,10.1205,-0.449303,0,10.1305,28.1729,0.5,0,12.6891,30.34,-28.1729,0.345033,0.399836,-0.00164729,0.528129,0,16,1
0.67891,0.732049,0.0108069,0.998464,10.1194,-0.448148,0,10.1293,26.5931,0.5,0,12.6861,54.2152,-26.5931,0.391834,0.401263,-0.00173203,0.560847,0,17,1
0.38709,0.92116,0.0394505,0.999966,10.129,-0.451913,0,10.1391,37.5061,0.5,0,12.4917,-88.0451,-37.5061,0.184092,0.351892,-0.00317116,0.39715,0,18,1
0.485551,0.864236,0.0661157,0.993496,10.1253,-0.451286,0,10.1354,33.5988,0.5,0,12.5763,-42.6328,-33.5988,0.241853,0.374998,-0.00307806,0.446235,0,19,1
0.463732,0.880605,0.0273833,0.995622,10.1322,-0.453633,0,10.1424,48.5121,0.5,0,12.7018,-289.452,-48.5121,0.129325,0.32382,-0.000597355,0.34869,0,20,1
-0.493798,0.852015,0.109515,0.990838,10.1779,-0.453903,0,10.188,41.9492,0.5,0,12.4445,-124.684,-41.9492,0.20602,-0.267482,0.000416508,0.337626,0,21,1
-0.455077,0.890345,-0.000431909,0.999905,10.1803,-0.45225,0,10.1904,39.2789,0.5,0,12.5538,-70.8171,-39.2789,0.259258,-0.28116,0.000592712,0.382447,0,22,1
-0.316375,0.948556,-0.00196468,0.999928,10.1877,-0.450873,0,10.1976,29.4558,0.5,0,12.6322,110.158,-29.4558,0.249974,-0.302686,0.000253932,0.392563,0,23,1
-0.386151,0.919328,-0.000288025,0.997134,10.184,-0.451559,0,10.194,34.3802,0.5,0,12.5934,18.3272,-34.3802,0.255103,-0.291992,0.000997404,0.387734,0,24,1
-0.629874,0.776428,-0.0046344,0.999801,10.195,-0.448537,0,10.2049,32.3571,0.5,0,12.9475,15.1009,-32.3571,0.350525,-0.298163,-0.000587415,0.460184,0,25,1
