Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,f,fs,l,l2,omega,p,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.500737,0.865198,0.0263516,1,8.20584,-0.448815,0,8.21811,0.5,0,12,-349.56,-42.0876,0,0.133207,0.0152689,-0.00242596,0.134101,0,0,1
0.507797,0.86112,0.0247718,1,8.2056,-0.448529,0,8.21784,0.5,0,12.0675,-358.523,-43.0171,0,0.140249,0.0208921,-0.00244699,0.141817,0,1,1
0.131483,0.991085,-0.0215052,1,8.20853,-0.448529,0,8.22077,0.5,0,12,-390.06,-44.3138,0,0.139095,-0.00971192,-0.00215569,0.13945,0,2,1
0.0484155,0.856463,0.513933,1,8.21297,-0.448529,0,8.22521,0.5,0,12,-419.824,-45.6018,0,0.144846,-0.0475528,-0.00154311,0.15246,0,3,1
0.0524661,0.842486,0.536158,1,8.21317,-0.448536,0,8.22541,0.5,0,12,-420.613,-45.6243,0,0.145051,-0.049241,-0.00151481,0.153189,0,4,1
-0.380189,0.831041,0.405989,1,8.21684,-0.448805,0,8.22909,0.5,0,12,-416.988,-44.899,0,0.146975,-0.0782579,-0.00103276,0.166514,0,5,1
-0.384655,0.841141,0.380161,1,8.21715,-0.448529,0,8.22939,0.5,0,12.086,-439.922,-46.63,0,0.152419,-0.0856845,-0.00104202,0.174855,0,6,1
0.28666,0.937305,-0.198206,1,8.48795,-0.448529,0,8.49979,0.5,0,13,-659.389,-59.8933,0,0.108906,0.198251,-0.00934305,0.226387,0,7,1
0.288522,0.936765,-0.198055,1,8.48802,-0.448555,0,8.49986,0.5,0,13,-664.294,-60.0825,0,0.107591,0.19694,-0.00937442,0.224609,0,8,1
0.191881,0.981398,-0.00623632,1,8.49168,-0.449436,0,8.50357,0.5,0,13,-789.688,-64.1087,0,0.0695961,0.128372,-0.00926307,0.146317,0,9,1
0.103742,0.994587,0.00591466,1,8.49535,-0.449901,0,8.50725,0.5,0,13,-797.369,-64.3116,0,0.048276,0.0578546,-0.0102606,0.076046,0,10,1
0.0314625,0.999491,0.00519684,1,8.49901,-0.450105,0,8.51093,0.5,0,13,-738.288,-63.004,0,0.037133,-0.00298988,-0.00858536,0.0382297,0,11,1
-0.0364162,0.999327,0.00439138,1,8.50268,-0.450095,0,8.51458,0.5,0,13,-716.132,-62.1021,0,0.0387069,-0.0595622,-0.0062855,0.0713119,0,12,1
-0.105746,0.994388,0.00318004,1,8.50634,-0.44988,0,8.51823,0.5,0,13,-663.837,-60.6497,0,0.048958,-0.115402,-0.00571136,0.125488,0,13,1
-0.180957,0.983489,0.00181217,1,8.51001,-0.449402,0,8.52187,0.5,0,13,-566.412,-57.8668,0,0.0722675,-0.166268,-0.00538396,0.181375,0,14,1
-0.253076,0.967446,0.000945305,1,8.51356,-0.448529,0,8.52536,0.5,0,13,-445.006,-55.0043,0,0.104453,-0.211074,-0.00464017,0.235551,0,15,1
0.289894,0.957058,-0.000991935,1,8.18386,-0.445342,0,8.19596,0.5,0,12.8669,-206.547,-33.1438,0,0.263239,0.238106,-0.00245591,0.354958,0,16,1
0.348963,0.937136,-0.00109972,1,8.1824,-0.444853,0,8.19448,0.5,0,13,-176.712,-31.5657,0,0.295273,0.257477,-0.00283638,0.391776,0,17,1
