Normals_0,Normals_1,Normals_2,Normals_Magnitude,Points_0,Points_1,Points_2,Points_Magnitude,absOmega,f,fs,l,l2,omega,u.x_0,u.x_1,u.x_2,u.x_Magnitude,vtkGhostType,Point ID,vtkValidPointMask
0.200711,0.979624,-0.00177728,0.999976,15.6221,-0.480309,0,15.6295,46.4192,0.5,0,12,-412.15,-46.3235,-0.794259,0.28032,0.00113562,0.842276,0,0,1
0.200801,0.979606,-0.00177489,0.999976,15.6221,-0.480304,0,15.6295,46.3957,0.5,0,12,-411.636,-46.3009,-0.794146,0.280561,0.00113311,0.842249,0,1,1
0.200987,0.979567,-0.00177841,0.999976,15.6221,-0.480296,0,15.6295,46.3476,0.5,0,12,-410.588,-46.2548,-0.793915,0.281053,0.00113192,0.842196,0,2,1
0.157689,0.987463,-0.00170882,0.999976,15.627,-0.481147,0,15.6344,55.4866,0.5,0,12,-503.929,-49.9731,-0.805797,0.204209,0.00146552,0.831272,0,3,1
0.179233,0.983538,-0.00174175,0.999737,15.6246,-0.480728,0,15.632,50.9581,0.5,0,12,-457.985,-48.1478,-0.800012,0.242269,0.0013808,0.835892,0,4,1
0.109539,0.993958,-0.00157736,0.999977,15.6319,-0.481702,0,15.6393,59.5812,0.5,0,12,-537.746,-51.7885,-0.81288,0.133841,0.00181968,0.823827,0,5,1
0.133623,0.990712,-0.00154301,0.999683,15.6295,-0.481425,0,15.6369,57.5377,0.5,0,12,-520.802,-50.88,-0.809326,0.169032,0.0017823,0.826791,0,6,1
0.0641586,0.997917,-0.00142725,0.999979,15.6368,-0.482042,0,15.6442,61.0791,0.5,0,12,-533.172,-52.8984,-0.81035,0.0707793,0.00217586,0.813439,0,7,1
0.0868488,0.99594,-0.0013897,0.999721,15.6344,-0.481873,0,15.6418,60.3333,0.5,0,12,-535.482,-52.3437,-0.811611,0.102315,0.00218446,0.818037,0,8,1
0.0229792,0.999715,-0.00128339,0.999979,15.6417,-0.482208,0,15.6491,61.1476,0.5,0,12,-503.705,-53.6093,-0.795212,0.0141965,0.00252297,0.795342,0,9,1
0.0435655,0.998818,-0.00128128,0.999769,15.6393,-0.482125,0,15.6467,61.1152,0.5,0,12,-518.44,-53.254,-0.802784,0.0424921,0.00258493,0.803912,0,10,1
-0.0148103,0.999869,-0.00115237,0.99998,15.6466,-0.482221,0,15.654,60.3074,0.5,0,12,-455.791,-53.9216,-0.766178,-0.0374073,0.0028382,0.767096,0,11,1
0.00408116,0.999794,-0.00120173,0.999803,15.6441,-0.482214,0,15.6516,60.7288,0.5,0,12,-479.724,-53.7657,-0.780705,-0.0115983,0.00294486,0.780797,0,12,1
-0.0503985,0.998708,-0.00103011,0.999979,15.6515,-0.482093,0,15.6589,58.7077,0.5,0,12,-385.1,-53.6436,-0.723922,-0.0848245,0.00309423,0.728882,0,13,1
-0.0326056,0.99929,-0.00113129,0.999822,15.649,-0.482157,0,15.6565,59.5092,0.5,0,12,-420.457,-53.7839,-0.745065,-0.061106,0.00323005,0.747573,0,14,1
