Points_0,Points_1,Points_2,Points_Magnitude,f,fs,Point ID
9.85822,-0.317565,0,9.86333,0.5,0,0
9.86328,-0.322222,0,9.86854,0.5,0,1
9.85522,-0.3125,0,9.86017,0.5,0,2
9.87591,-0.338929,0,9.88173,0.5,0,3
9.88281,-0.34447,0,9.88881,0.5,0,4
9.87162,-0.332031,0,9.8772,0.5,0,5
9.86808,-0.327234,0,9.8735,0.5,0,6
9.89465,-0.359255,0,9.90117,0.5,0,7
9.90234,-0.364903,0,9.90906,0.5,0,8
9.88945,-0.351562,0,9.89569,0.5,0,9
9.91401,-0.378957,0,9.92125,0.5,0,10
9.92188,-0.384384,0,9.92932,0.5,0,11
9.90846,-0.371094,0,9.9154,0.5,0,12
9.90582,-0.367622,0,9.91263,0.5,0,13
9.88661,-0.347765,0,9.89272,0.5,0,14
9.93399,-0.398041,0,9.94196,0.5,0,15
9.94141,-0.402766,0,9.94956,0.5,0,16
9.92835,-0.390625,0,9.93604,0.5,0,17
9.95541,-0.415683,0,9.96409,0.5,0,18
9.96094,-0.419784,0,9.96978,0.5,0,19
9.94974,-0.410156,0,9.95819,0.5,0,20
9.94567,-0.405891,0,9.95395,0.5,0,21
9.97703,-0.433128,0,9.98643,0.5,0,22
9.98047,-0.435036,0,9.98995,0.5,0,23
9.97345,-0.429688,0,9.9827,0.5,0,24
9.9993,-0.449922,0,10.0094,0.5,0,25
10,-0.450197,0,10.0101,0.5,0,26
9.99875,-0.449219,0,10.0088,0.5,0,27
9.98859,-0.441102,0,9.99832,0.5,0,28
9.96659,-0.424038,0,9.9756,0.5,0,29
9.92544,-0.387059,0,9.93299,0.5,0,30
9.76499,-0.156886,0,9.76625,0.5,0,31
9.76562,-0.157165,0,9.76689,0.5,0,32
9.76499,-0.15625,0,9.76624,0.5,0,33
9.8022,-0.236861,0,9.80506,0.5,0,34
9.80469,-0.240499,0,9.80764,0.5,0,35
9.80127,-0.234375,0,9.80408,0.5,0,36
9.84127,-0.29545,0,9.8457,0.5,0,37
9.84375,-0.297791,0,9.84825,0.5,0,38
9.8401,-0.292969,0,9.84446,0.5,0,39
9.8332,-0.283984,0,9.8373,0.5,0,40
9.82551,-0.273438,0,9.82931,0.5,0,41
9.81699,-0.261133,0,9.82046,0.5,0,42
9.82422,-0.271569,0,9.82797,0.5,0,43
9.81239,-0.253906,0,9.81568,0.5,0,44
9.80964,-0.248955,0,9.8128,0.5,0,45
9.82516,-0.272497,0,9.82894,0.5,0,46
9.78229,-0.198179,0,9.7843,0.5,0,47
9.78516,-0.203897,0,9.78728,0.5,0,48
9.78149,-0.195312,0,9.78344,0.5,0,49
9.79526,-0.224276,0,9.79782,0.5,0,50
9.78994,-0.214844,0,9.7923,0.5,0,51
9.78859,-0.211413,0,9.79087,0.5,0,52
9.7763,-0.184636,0,9.77804,0.5,0,53
9.76562,-0.183123,0,9.76734,0.5,0,54
9.75985,-0.142498,0,9.76089,0.5,0,55
9.76519,-0.15625,0,9.76644,0.5,0,56
9.759,-0.136719,0,9.75996,0.5,0,57
9.7559,-0.126917,0,9.75672,0.5,0,58
9.75302,-0.117188,0,9.75372,0.5,0,59
9.74513,-0.0790887,0,9.74545,0.5,0,60
9.74609,-0.084795,0,9.74646,0.5,0,61
9.74504,-0.078125,0,9.74535,0.5,0,62
9.75254,-0.110739,0,9.75317,0.5,0,63
9.74862,-0.0976562,0,9.74911,0.5,0,64
9.74787,-0.0958757,0,9.74835,0.5,0,65
9.7425,-0.0621857,0,9.7427,0.5,0,66
9.74056,-0.0585938,0,9.74074,0.5,0,67
9.73852,-0.0466352,0,9.73863,0.5,0,68
9.7396,-0.0390625,0,9.73968,0.5,0,69
9.7386,-0.0270253,0,9.73864,0.5,0,70
9.73204,-0.0195312,0,9.73206,0.5,0,71
9.73403,-0.012066,0,9.73404,0.5,0,72
9.73825,0,0,9.73825,0.5,0,73
9.85023,-0.306021,0,9.85498,0.5,0,74
9.739,0.0124333,0,9.739,0.5,0,75
9.73807,0,0,9.73807,0.5,0,76
9.74189,0.0390625,0,9.74197,0.5,0,77
9.7386,0.0511024,0,9.73874,0.5,0,78
9.73587,0.0390625,0,9.73595,0.5,0,79
9.73757,0.0585938,0,9.73775,0.5,0,80
9.73959,0.0716218,0,9.73985,0.5,0,81
9.74218,0.078125,0,9.74249,0.5,0,82
9.74532,0.0968805,0,9.7458,0.5,0,83
9.74538,0.0976562,0,9.74587,0.5,0,84
9.74609,0.100254,0,9.74661,0.5,0,85
9.75018,0.117188,0,9.75089,0.5,0,86
9.75656,0.127649,0,9.75739,0.5,0,87
9.76011,0.136719,0,9.76107,0.5,0,88
9.75828,0.148907,0,9.75942,0.5,0,89
9.76029,0.15625,0,9.76154,0.5,0,90
9.76562,0.170055,0,9.76711,0.5,0,91
9.76799,0.175781,0,9.76958,0.5,0,92
9.76908,0.179231,0,9.77072,0.5,0,93
9.77523,0.195312,0,9.77718,0.5,0,94
9.78253,0.212214,0,9.78483,0.5,0,95
9.78321,0.214844,0,9.78557,0.5,0,96
9.78516,0.217658,0,9.78758,0.5,0,97
9.79381,0.234375,0,9.79661,0.5,0,98
9.80431,0.253529,0,9.80759,0.5,0,99
9.80447,0.253906,0,9.80776,0.5,0,100
9.80469,0.254193,0,9.80798,0.5,0,101
9.8162,0.273438,0,9.82,0.5,0,102
9.82422,0.284488,0,9.82834,0.5,0,103
9.83062,0.292969,0,9.83499,0.5,0,104
9.84375,0.311947,0,9.84869,0.5,0,105
9.84423,0.3125,0,9.84919,0.5,0,106
9.8453,0.314049,0,9.85031,0.5,0,107
9.8572,0.332031,0,9.86279,0.5,0,108
9.86328,0.337345,0,9.86905,0.5,0,109
9.87531,0.351562,0,9.88157,0.5,0,110
9.88281,0.359635,0,9.88935,0.5,0,111
9.89346,0.371094,0,9.90042,0.5,0,112
9.90234,0.380288,0,9.90964,0.5,0,113
9.91251,0.390625,0,9.92021,0.5,0,114
9.92188,0.400003,0,9.92993,0.5,0,115
9.93229,0.410156,0,9.94075,0.5,0,116
9.94141,0.418841,0,9.95023,0.5,0,117
9.9539,0.429688,0,9.96317,0.5,0,118
9.96094,0.435988,0,9.97047,0.5,0,119
9.97774,0.449219,0,9.98785,0.5,0,120
9.98047,0.451678,0,9.99068,0.5,0,121
10,0.462277,0,10.0107,0.5,0,122
9.98515,0.453901,0,9.99546,0.5,0,123
10.0108,-0.457993,0,10.0212,0.5,0,124
10.0195,-0.462167,0,10.0302,0.5,0,125
10.0245,-0.463807,0,10.0352,0.5,0,126
10.0391,-0.466336,0,10.0499,0.5,0,127
10.0416,-0.466234,0,10.0524,0.5,0,128
10.0586,-0.464129,0,10.0693,0.5,0,129
10.0648,-0.462524,0,10.0754,0.5,0,130
10.0781,-0.458646,0,10.0886,0.5,0,131
10.0938,-0.453082,0,10.104,0.5,0,132
10.0977,-0.451921,0,10.1078,0.5,0,133
10.1042,-0.449219,0,10.1141,0.5,0,134
10.1172,-0.444114,0,10.1269,0.5,0,135
