Points_0,Points_1,Points_2,Points_Magnitude,f,Point ID
1.63937,-0.264924,0,1.66064,0.5,0
1.64062,-0.266364,0,1.66211,0.5,1
1.63906,-0.263672,0,1.66013,0.5,2
1.62471,-0.235642,0,1.64171,0.5,3
1.62598,-0.23755,0,1.64324,0.5,4
1.62442,-0.234375,0,1.64124,0.5,5
1.63184,-0.250489,0,1.65095,0.5,6
1.6333,-0.252499,0,1.6527,0.5,7
1.63146,-0.249023,0,1.65036,0.5,8
1.63707,-0.259901,0,1.65757,0.5,9
1.63533,-0.256348,0,1.6553,0.5,10
1.6349,-0.254753,0,1.65462,0.5,11
1.62967,-0.245327,0,1.64804,0.5,12
1.62798,-0.241699,0,1.64582,0.5,13
1.62757,-0.240109,0,1.64518,0.5,14
1.60969,-0.199391,0,1.62199,0.5,15
1.61133,-0.203071,0,1.62407,0.5,16
1.60931,-0.197754,0,1.62142,0.5,17
1.60791,-0.193852,0,1.61955,0.5,18
1.6067,-0.19043,0,1.61795,0.5,19
1.60222,-0.177569,0,1.61203,0.5,20
1.604,-0.182504,0,1.61435,0.5,21
1.60181,-0.175781,0,1.61142,0.5,22
1.60613,-0.188306,0,1.61713,0.5,23
1.60422,-0.183105,0,1.61463,0.5,24
1.6042,-0.182914,0,1.61459,0.5,25
1.61805,-0.220328,0,1.63298,0.5,26
1.61865,-0.22123,0,1.6337,0.5,27
1.61795,-0.219727,0,1.63281,0.5,28
1.6226,-0.23043,0,1.63888,0.5,29
1.62119,-0.227051,0,1.63701,0.5,30
1.62063,-0.225074,0,1.63618,0.5,31
1.61591,-0.215141,0,1.63017,0.5,32
1.61497,-0.212402,0,1.62887,0.5,33
1.61404,-0.209692,0,1.6276,0.5,34
1.61212,-0.205078,0,1.62512,0.5,35
1.61202,-0.204389,0,1.62492,0.5,36
1.59547,-0.155019,0,1.60298,0.5,37
1.59668,-0.158757,0,1.60455,0.5,38
1.59527,-0.153809,0,1.60267,0.5,39
1.59401,-0.149152,0,1.60098,0.5,40
1.59332,-0.146484,0,1.60004,0.5,41
1.60059,-0.171873,0,1.60979,0.5,42
1.59953,-0.168457,0,1.60837,0.5,43
1.59893,-0.166203,0,1.60755,0.5,44
1.59738,-0.161133,0,1.60548,0.5,45
1.5973,-0.160513,0,1.60534,0.5,46
1.59252,-0.143319,0,1.59896,0.5,47
1.59147,-0.13916,0,1.59755,0.5,48
1.59112,-0.137398,0,1.59704,0.5,49
1.58976,-0.131836,0,1.59521,0.5,50
1.58825,-0.125616,0,1.59321,0.5,51
1.58936,-0.130098,0,1.59467,0.5,52
1.58785,-0.124512,0,1.59272,0.5,53
1.58668,-0.119859,0,1.5912,0.5,54
1.58735,-0.117188,0,1.59167,0.5,55
1.58972,-0.131468,0,1.59515,0.5,56
1.58165,-0.0882708,0,1.58411,0.5,57
1.58203,-0.0905489,0,1.58462,0.5,58
1.58163,-0.0878906,0,1.58407,0.5,59
1.58078,-0.0818212,0,1.58289,0.5,60
1.58062,-0.0805664,0,1.58267,0.5,61
1.57996,-0.0753116,0,1.58176,0.5,62
1.5797,-0.0732422,0,1.5814,0.5,63
